Keyword;Position;Previous Position;Position Difference;Search Volume;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends
reforma de casas;3;4;1;70;2.52;http://planreforma.com/;0.18;0.22;0.87;39300000;0.45,0.64,0.64,0.45,0.82,0.64,0.45,0.64,0.64,0.36,0.99,0.64
cerrar terraza precio;3;3;0;70;1.24;http://planreforma.com/blog/cuanto-cuesta-construir-un-cerramiento-en-la-terraza-beneficiate-ademas-de-las-ayudas-que-da-el-gobierno/;0.18;0.10;0.77;15200000;0.41,0.41,0.53,0.24,0.24,0.12,0.28,0.24,0.28,0.18,0.65,0.99
reforma piso;10;6;-4;210;2.64;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.18;0.23;0.66;25700000;0.53,0.66,0.53,0.44,0.44,0.44,0.53,0.66,0.66,0.66,0.81,0.99
presupuesto construir casa;3;3;0;70;0.80;http://planreforma.com/calculador-obra_nueva/;0.18;0.07;0.83;11100000;0.99,0.78,0.78,0.56,0.33,0.56,0.99,0.44,0.99,0.44,0.78,0.78
precio reforma cocina;9;8;-1;210;2.24;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.18;0.19;0.81;9300000;0.67,0.54,0.54,0.54,0.44,0.54,0.54,0.54,0.54,0.44,0.99,0.82
reformas integrales precios;10;11;1;210;3.04;http://planreforma.com/presupuesto-reforma/;0.18;0.26;0.88;416000;0.28,0.81,0.53,0.44,0.34,0.44,0.99,0.53,0.44,0.44,0.81,0.99
reformas completas viviendas;3;3;0;70;0.00;http://planreforma.com/;0.18;0.00;0.00;479000;0.05,0.14,0.05,0.33,0.43,0.99,0.52,0.99,0.43,0.43,0.19,0.00
reforma integral piso;12;10;-2;480;2.49;http://planreforma.com/blog/las-10-cosas-que-debes-saber-al-hacer-una-reforma-integral/;0.18;0.21;0.85;561000;0.67,0.44,0.54,0.54,0.44,0.44,0.54,0.67,0.67,0.54,0.99,0.99
cuanto cuesta construir un chalet;7;6;-1;140;0.51;http://planreforma.com/blog/cuanto-cuesta-construir-la-casa-de-tus-suenos/;0.16;0.04;0.62;45000;0.81,0.99,0.52,0.52,0.33,0.81,0.99,0.81,0.52,0.24,0.81,0.99
aislante acustico casero;6;5;-1;110;0.73;http://planreforma.com/blog/%C2%BFque-materiales-son-aislantes-acusticos/;0.16;0.05;0.67;32000;0.53,0.53,0.82,0.41,0.28,0.41,0.53,0.65,0.82,0.65,0.99,0.82
amueblar piso completo ikea;5;4;-1;110;0.09;http://planreforma.com/blog/decoracion-de-un-piso-con-muebles-de-ikea-y-la-ayuda-de-una-decoradora/;0.16;0.00;0.17;9000;0.27,0.19,0.27,0.35,0.35,0.42,0.42,0.99,0.54,0.19,0.65,0.99
reforma integral casa;6;8;2;110;2.10;http://planreforma.com/blog/las-10-cosas-que-debes-saber-al-hacer-una-reforma-integral/;0.16;0.16;0.77;911000;0.82,0.82,0.64,0.99,0.99,0.82,0.99,0.99,0.82,0.99,0.99,0.99
pintar un piso;6;6;0;110;1.19;http://planreforma.com/blog/consejos-para-pintar-un-piso/;0.16;0.09;0.39;29200000;0.79,0.79,0.99,0.79,0.99,0.79,0.79,0.64,0.64,0.64,0.64,0.64
permisos de obra;2;4;2;40;0.00;http://planreforma.com/blog/que-permisos-tengo-que-solicitar-para-hacer-obras-en-mi-piso/;0.15;0.00;0.07;14400000;0.71,0.71,0.99,0.43,0.43,0.43,0.71,0.71,0.56,0.43,0.71,0.56
cuanto cuesta una reforma;2;2;0;40;1.02;http://planreforma.com/blog/cuanto-cuesta-reformar-un-piso/;0.15;0.07;0.36;892000;0.80,0.80,0.60,0.60,0.60,0.60,0.99,0.99,0.80,0.80,0.99,0.80
reforma de casa;2;2;0;40;2.64;http://planreforma.com/;0.15;0.19;0.83;75300000;0.99,0.60,0.40,0.60,0.60,0.80,0.60,0.60,0.60,0.60,0.99,0.99
decorar terrazas urbanas;2;2;0;40;0.00;http://planreforma.com/blog/decoracion-feng-shui-terrazas-urbanas/;0.15;0.00;0.25;618000;0.18,0.18,0.45,0.99,0.09,0.09,0.09,0.09,0.45,0.45,0.64,0.09
piscinas infinity;11;11;0;110;1.35;http://planreforma.com/blog/piscinas-desbordantes-o-piscinas-infinitas/;0.15;0.09;0.44;343000;0.41,0.53,0.65,0.65,0.99,0.99,0.65,0.41,0.53,0.41,0.65,0.53
suelos cocinas;11;9;-2;110;1.05;http://planreforma.com/blog/que-suelo-elegir-para-una-cocina/;0.15;0.07;0.56;872000;0.99,0.64,0.99,0.79,0.64,0.64,0.64,0.79,0.64,0.64,0.99,0.99
reforma baño precio;9;10;1;170;2.11;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.14;0.15;0.87;7900000;0.66,0.53,0.34,0.22,0.66,0.53,0.53,0.28,0.53,0.66,0.99,0.81
madera sintetica;10;11;1;170;0.83;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.14;0.05;0.59;402000;0.99,0.81,0.81,0.65,0.65,0.42,0.54,0.54,0.54,0.42,0.65,0.81
reformas casas;10;8;-2;170;2.04;http://planreforma.com/;0.14;0.14;0.88;19400000;0.81,0.42,0.81,0.65,0.42,0.65,0.54,0.65,0.65,0.65,0.99,0.81
pedir presupuestos;9;15;6;170;1.39;http://planreforma.com/presupuesto-categorias-otros_proyectos/;0.14;0.09;0.59;1170000;0.28,0.44,0.99,0.82,0.82,0.82,0.67,0.18,0.05,0.08,0.05,0.08
reformas en casa;9;7;-2;170;2.20;http://planreforma.com/;0.14;0.15;0.90;38200000;0.81,0.65,0.65,0.54,0.65,0.65,0.65,0.81,0.65,0.42,0.99,0.81
reformas en casa;8;0;0;170;2.20;http://planreforma.com/calculador-reforma/;0.14;0.15;0.90;38200000;0.81,0.65,0.65,0.54,0.65,0.65,0.65,0.81,0.65,0.42,0.99,0.81
hacer piscina de obra;4;5;1;70;2.44;http://planreforma.com/blog/piscina-de-obra-o-prefabricada/;0.14;0.16;0.72;968000;0.07,0.14,0.64,0.79,0.99,0.99,0.36,0.36,0.50,0.21,0.28,0.21
alternativas al cesped;4;4;0;70;0.00;http://planreforma.com/blog/reduce-el-consumo-de-agua-de-tu-jardin-sustituye-el-cesped-por-otros-materiales/;0.14;0.00;0.09;661000;0.99,0.78,0.78,0.78,0.78,0.99,0.99,0.44,0.33,0.44,0.44,0.44
reforma integral barcelona;4;4;0;70;5.36;http://planreforma.com/blog/opiniones-de-clientes-de-plan-reforma-reforma-integral-del-piso-de-montse-y-francesc-en-barcelona/;0.14;0.36;0.78;520000;0.45,0.45,0.64,0.82,0.64,0.36,0.45,0.45,0.64,0.64,0.45,0.99
presupuesto reformar casa;1;0;0;10;2.04;http://planreforma.com/presupuesto-reforma/;0.13;0.13;0.84;505000;0.99,0.99,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.99
como hacer una reforma integral de un piso;1;0;0;10;1.58;http://planreforma.com/blog/las-10-cosas-que-debes-saber-al-hacer-una-reforma-integral/;0.13;0.10;0.71;434000;0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.99,0.67,0.67,0.99,0.33
precios de ascensores para edificios;1;1;0;10;1.79;http://planreforma.com/blog/cuanto-cuesta-instalar-un-ascensor-en-un-edificio-antigua-y-otros-aspectos-tecnicos-a-tener-en-cuenta/;0.13;0.11;1.00;26000000;0.99,0.33,0.67,0.33,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33
plantas sin mantenimiento;1;1;0;10;0.00;http://planreforma.com/blog/es-posible-un-jardin-sin-mantenimiento/;0.13;0.00;0.11;1330000;0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
presupuestos de reformas de casas;1;0;0;10;1.56;http://planreforma.com/presupuesto-reforma/;0.13;0.10;1.00;12100000;0.99,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.20
reformas de patios;1;1;0;10;0.84;http://planreforma.com/blog/diseno-de-terrazas-jardines-patios-reconectate-con-la-naturaleza/;0.13;0.05;0.68;439000;0.25,0.25,0.25,0.25,0.25,0.50,0.25,0.50,0.25,0.25,0.25,0.99
precio construir una casa;3;3;0;50;0.56;http://planreforma.com/calculador-obra_nueva/;0.13;0.03;0.72;19100000;0.99,0.45,0.82,0.45,0.64,0.64,0.36,0.27,0.36,0.18,0.45,0.36
precio reforma casa;3;0;0;50;1.80;http://planreforma.com/presupuesto-reforma/;0.13;0.11;0.77;21900000;0.56,0.28,0.56,0.56,0.56,0.99,0.71,0.99,0.99,0.56,0.99,0.71
construir una casa precio;5;0;0;90;0.34;http://planreforma.com/blog/cuanto-cuesta-construir-la-casa-de-tus-suenos/;0.13;0.02;0.68;16800000;0.79,0.36,0.79,0.64,0.79,0.50,0.28,0.64,0.50,0.99,0.64,0.79
precios reformas;3;0;0;50;2.88;http://planreforma.com/presupuesto-reforma/;0.13;0.18;0.93;19800000;0.71,0.71,0.43,0.56,0.56,0.99,0.56,0.56,0.71,0.43,0.99,0.99
reformar cocina precio;5;6;1;90;1.61;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.13;0.10;0.86;6080000;0.82,0.53,0.65,0.65,0.41,0.28,0.65,0.53,0.99,0.41,0.28,0.53
reformas casa;6;11;5;90;2.64;http://planreforma.com/calculador-reforma/;0.13;0.16;0.92;35300000;0.99,0.64,0.82,0.64,0.64,0.82,0.82,0.99,0.99,0.82,0.99,0.99
presupuestos reformas integrales;3;2;-1;50;3.37;http://planreforma.com/;0.13;0.21;0.95;410000;0.43,0.43,0.43,0.56,0.28,0.56,0.99,0.99,0.99,0.71,0.71,0.71
presupuesto casa;3;3;0;50;1.01;http://planreforma.com/calculador-obra_nueva/;0.13;0.06;0.59;42100000;0.80,0.60,0.80,0.80,0.60,0.99,0.99,0.99,0.99,0.80,0.80,0.99
precio reformas;3;0;0;50;2.50;http://planreforma.com/presupuesto-reforma/;0.13;0.15;0.96;22900000;0.99,0.78,0.99,0.44,0.22,0.33,0.33,0.22,0.44,0.44,0.56,0.44
ventanas de pvc o de aluminio;3;3;0;50;0.44;http://planreforma.com/blog/ventanas-de-aluminio-o-de-pvc-que-elegir/;0.13;0.02;0.71;534000;0.56,0.56,0.44,0.44,0.44,0.44,0.33,0.33,0.44,0.22,0.99,0.99
reformas cocinas pequeñas;3;3;0;50;1.69;http://planreforma.com/blog/como-ganar-espacio-en-cocinas-pequenas/;0.13;0.10;0.84;446000;0.28,0.14,0.21,0.36,0.21,0.36,0.14,0.28,0.50,0.28,0.99,0.79
paredes de ladrillo;7;4;-3;110;0.17;http://planreforma.com/blog/decorando-con-paredes-de-ladrillo-visto/;0.12;0.01;0.06;689000;0.53,0.65,0.53,0.65,0.53,0.53,0.65,0.65,0.99,0.99,0.82,0.82
reformas viviendas;7;6;-1;110;3.55;http://planreforma.com/;0.12;0.21;0.88;10400000;0.82,0.53,0.65,0.65,0.28,0.41,0.99,0.53,0.82,0.82,0.82,0.82
material aislante acustico;7;7;0;110;0.52;http://planreforma.com/blog/%C2%BFque-materiales-son-aislantes-acusticos/;0.12;0.03;0.97;90000;0.79,0.79,0.64,0.50,0.50,0.64,0.64,0.99,0.99,0.64,0.79,0.79
tarima sintetica exterior precio;7;9;2;110;1.13;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.12;0.06;0.75;32000;0.50,0.36,0.79,0.99,0.99,0.99,0.99,0.79,0.64,0.36,0.79,0.64
reformas de baños precios;11;16;5;90;1.41;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.12;0.08;0.87;653000;0.53,0.53,0.53,0.28,0.41,0.53,0.82,0.99,0.82,0.41,0.53,0.53
reformas baños pequeños;11;14;3;90;1.45;http://planreforma.com/blog/9-consejos-para-ganar-espacio-en-banos-pequenos/;0.12;0.08;0.74;506000;0.99,0.41,0.53,0.28,0.24,0.41,0.41,0.53,0.99,0.28,0.53,0.53
rieles puertas correderas;11;10;-1;90;0.75;http://planreforma.com/blog/nos-vamos-de-reformas-puertas-correderas-ii/;0.12;0.04;0.62;45000;0.64,0.50,0.50,0.36,0.50,0.36,0.50,0.64,0.79,0.36,0.99,0.64
reforma casas;10;12;2;140;2.34;http://planreforma.com/blog/;0.12;0.13;0.78;39300000;0.99,0.65,0.54,0.35,0.35,0.42,0.42,0.35,0.42,0.35,0.99,0.81
baños con bañera;9;9;0;140;0.50;http://planreforma.com/blog/reformar-los-banos-banera-o-ducha-bide-si-o-no/;0.12;0.02;0.10;16100000;0.67,0.43,0.67,0.67,0.52,0.43,0.67,0.81,0.81,0.43,0.99,0.99
materiales aislantes acusticos;8;9;1;140;1.12;http://planreforma.com/blog/%C2%BFque-materiales-son-aislantes-acusticos/;0.12;0.06;0.94;40000;0.81,0.67,0.81,0.43,0.43,0.33,0.52,0.99,0.99,0.67,0.81,0.67
reforma cocina precio;9;8;-1;140;2.11;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.12;0.12;0.90;9290000;0.81,0.54,0.65,0.42,0.19,0.27,0.42,0.42,0.42,0.54,0.99,0.65
ikea bombillas;12;14;2;320;0.13;http://planreforma.com/blog/iluminacion-eficiente-ikea-anuncia-que-en-2016-solo-vendera-bombillas-y-lamparas-led/;0.12;0.00;0.16;207000;0.67,0.54,0.54,0.44,0.44,0.54,0.67,0.67,0.81,0.81,0.99,0.81
bombillas ikea;12;11;-1;320;0.20;http://planreforma.com/blog/iluminacion-eficiente-ikea-anuncia-que-en-2016-solo-vendera-bombillas-y-lamparas-led/;0.12;0.01;0.21;208000;0.67,0.54,0.44,0.28,0.44,0.54,0.67,0.81,0.99,0.81,0.99,0.81
quiero reformar mi piso;2;2;0;30;2.90;http://planreforma.com/blog/quiero-reformar-mi-piso-%C2%BFpor-donde-empiezo-i/;0.11;0.15;0.87;725000;0.20,0.40,0.20,0.40,0.40,0.40,0.60,0.99,0.60,0.99,0.80,0.60
presupuesto obra casa;2;2;0;30;2.52;http://planreforma.com/;0.11;0.13;0.80;18200000;0.14,0.14,0.14,0.14,0.28,0.28,0.28,0.71,0.99,0.71,0.56,0.28
presupuesto reformas madrid;2;2;0;30;5.73;http://planreforma.com/blog/presupuesto-reformas-madrid/;0.11;0.31;0.56;703000;0.40,0.60,0.99,0.40,0.40,0.40,0.40,0.40,0.40,0.20,0.60,0.99
madera sintetica exterior;7;8;1;90;1.86;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.10;0.09;0.64;175000;0.18,0.18,0.65,0.65,0.82,0.99,0.82,0.53,0.41,0.28,0.41,0.24
presupuesto para reformar un piso;3;2;-1;40;1.69;http://planreforma.com/blog/cuanto-cuesta-reformar-un-piso/;0.10;0.08;0.94;446000;0.71,0.56,0.71,0.56,0.28,0.14,0.56,0.43,0.56,0.14,0.99,0.71
reforma de casa;3;3;0;40;2.64;http://planreforma.com/calculador-reforma/;0.10;0.13;0.83;75300000;0.99,0.60,0.40,0.60,0.60,0.80,0.60,0.60,0.60,0.60,0.99,0.99
reforma pisos;3;3;0;40;3.68;http://planreforma.com/;0.10;0.18;0.84;15100000;0.99,0.80,0.80,0.20,0.60,0.40,0.80,0.80,0.80,0.60,0.99,0.99
precio reforma casa;4;4;0;50;1.80;http://planreforma.com/calculador-reforma/;0.10;0.08;0.77;21900000;0.56,0.28,0.56,0.56,0.56,0.99,0.71,0.99,0.99,0.56,0.99,0.71
presupuesto arquitecto;6;6;0;70;1.00;http://planreforma.com/blog/cuales-son-los-honorarios-de-un-arquitecto/;0.10;0.04;0.54;773000;0.27,0.15,0.27,0.99,0.19,0.19,0.27,0.19,0.19,0.19,0.35,0.42
mejor cesped artificial;6;6;0;70;1.65;http://planreforma.com/blog/cesped-artificial-que-hay-que-tener-en-cuenta/;0.10;0.08;0.89;229000;0.64,0.64,0.64,0.99,0.64,0.50,0.28,0.36,0.28,0.21,0.28,0.36
presupuestos reformas integrales;4;0;0;50;3.37;http://planreforma.com/presupuesto-reforma/;0.10;0.16;0.95;410000;0.43,0.43,0.43,0.56,0.28,0.56,0.99,0.99,0.99,0.71,0.71,0.71
precio reformas;4;0;0;50;2.50;http://planreforma.com/calculador-reforma/;0.10;0.12;0.96;22900000;0.99,0.78,0.99,0.44,0.22,0.33,0.33,0.22,0.44,0.44,0.56,0.44
precio reforma piso;4;6;2;50;2.97;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.10;0.14;0.68;9450000;0.56,0.56,0.56,0.44,0.44,0.44,0.56,0.56,0.78,0.56,0.99,0.99
presupuesto baño;6;9;3;70;1.63;http://planreforma.com/blog/presupuesto-de-la-reforma-de-un-bano/;0.10;0.07;0.82;8890000;0.36,0.36,0.50,0.64,0.50,0.50,0.36,0.64,0.50,0.50,0.64,0.99
jardin sin cesped;4;4;0;50;0.00;http://planreforma.com/blog/reduce-el-consumo-de-agua-de-tu-jardin-sustituye-el-cesped-por-otros-materiales/;0.10;0.00;0.09;648000;0.99,0.71,0.99,0.71,0.56,0.99,0.71,0.43,0.28,0.28,0.56,0.71
cuanto cuesta una cocina nueva;4;2;-2;50;0.00;http://planreforma.com/calculador-cocina/;0.10;0.00;0.38;947000;0.99,0.99,0.99,0.56,0.56,0.22,0.44,0.22,0.44,0.11,0.22,0.78
suelos para cocinas blancas;6;6;0;70;0.70;http://planreforma.com/blog/que-suelo-elegir-para-una-cocina/;0.10;0.03;0.27;4650000;0.24,0.24,0.53,0.28,0.53,0.28,0.65,0.53,0.41,0.12,0.24,0.99
reformar cocina pequeña;4;3;-1;50;2.00;http://planreforma.com/blog/como-ganar-espacio-en-cocinas-pequenas/;0.10;0.09;0.68;370000;0.44,0.56,0.22,0.33,0.22,0.56,0.56,0.44,0.78,0.78,0.99,0.99
presupuesto cerramiento terraza;4;3;-1;50;2.04;http://planreforma.com/blog/cuanto-cuesta-construir-un-cerramiento-en-la-terraza-beneficiate-ademas-de-las-ayudas-que-da-el-gobierno/;0.10;0.10;0.81;237000;0.56,0.56,0.22,0.22,0.44,0.44,0.99,0.44,0.44,0.56,0.99,0.99
reformas piso;12;9;-3;260;3.65;http://planreforma.com/presupuesto-reforma/;0.09;0.17;0.81;10400000;0.82,0.99,0.36,0.12,0.12,0.06,0.67,0.44,0.15,0.24,0.36,0.15
para tu reforma;9;0;0;110;1.79;http://planreforma.com/presupuesto-reforma/;0.09;0.08;0.18;808000;0.50,0.79,0.99,0.99,0.79,0.64,0.79,0.64,0.64,0.64,0.64,0.79
vinilo efecto espejo;10;9;-1;110;0.23;http://planreforma.com/blog/soluciones-para-ventanas-ver-y-que-no-te-vean/;0.09;0.01;0.85;113000;0.79,0.50,0.79,0.79,0.79,0.64,0.79,0.79,0.99,0.64,0.99,0.99
pedir presupuesto;8;9;1;110;2.94;http://planreforma.com/presupuesto-categorias-otros_proyectos/;0.09;0.13;0.66;16500000;0.82,0.65,0.99,0.53,0.53,0.65,0.53,0.65,0.53,0.82,0.82,0.82
reformar baño precio;10;9;-1;110;1.47;http://planreforma.com/blog/cuanto-cuesta-reformar-un-bano/;0.09;0.06;0.90;3060000;0.42,0.35,0.42,0.42,0.27,0.27,0.27,0.35,0.42,0.54,0.81,0.99
sube interiorismo;8;10;2;110;1.24;http://planreforma.com/directorio-marcas-comerciales/sube_interiorismo/56/;0.09;0.05;0.10;340000;0.81,0.43,0.52,0.33,0.43,0.24,0.43,0.67,0.52,0.43,0.43,0.99
temperatura ideal;8;8;0;110;0.00;http://planreforma.com/blog/temperatura-ideal/;0.09;0.00;0.01;21400000;0.24,0.24,0.33,0.43,0.52,0.43,0.43,0.43,0.99,0.67,0.52,0.52
camas sin cabecero;10;10;0;110;0.41;http://planreforma.com/blog/ideas-cabeceros-para-la-cama-ii/;0.09;0.01;0.44;771000;0.28,0.41,0.28,0.41,0.65,0.82,0.99,0.82,0.65,0.65,0.99,0.82
baños con ducha y bañera;9;9;0;110;1.46;http://planreforma.com/blog/reformar-los-banos-banera-o-ducha-bide-si-o-no/;0.09;0.06;0.18;7820000;0.53,0.53,0.53,0.41,0.41,0.82,0.82,0.82,0.82,0.53,0.99,0.99
como reformar un piso;8;9;1;110;1.72;http://planreforma.com/blog/cuanto-cuesta-reformar-un-piso/;0.09;0.07;0.68;13300000;0.79,0.50,0.79,0.64,0.79,0.99,0.99,0.79,0.64,0.50,0.99,0.99
cabeceros de obra;11;10;-1;70;0.68;http://planreforma.com/blog/ideas-cabeceros-para-la-cama-ii/;0.09;0.03;0.38;586000;0.64,0.45,0.45,0.64,0.64,0.82,0.82,0.99,0.99,0.64,0.82,0.99
decorar el recibidor;11;12;1;70;0.00;http://planreforma.com/blog/ideas-sencillas-decorar-recibidor/;0.09;0.00;0.12;611000;0.78,0.78,0.78,0.44,0.56,0.56,0.56,0.56,0.99,0.78,0.78,0.56
bombillas led ikea;18;18;0;1000;0.69;http://planreforma.com/blog/iluminacion-eficiente-ikea-anuncia-que-en-2016-solo-vendera-bombillas-y-lamparas-led/;0.08;0.02;0.83;46000;0.99,0.53,0.46,0.46,0.38,0.31,0.46,0.68,0.99,0.84,0.53,0.46
ascensor precio;4;4;0;40;1.69;http://planreforma.com/blog/cuanto-cuesta-instalar-un-ascensor-en-un-edificio-antigua-y-otros-aspectos-tecnicos-a-tener-en-cuenta/;0.08;0.06;0.97;33500000;0.99,0.60,0.99,0.99,0.60,0.40,0.80,0.80,0.99,0.40,0.80,0.80
presupuesto obras;4;5;1;40;2.23;http://planreforma.com/;0.08;0.08;0.74;51200000;0.43,0.43,0.99,0.71,0.56,0.43,0.43,0.43,0.71,0.43,0.43,0.71
reformas de cocinas precios;7;0;0;70;1.70;http://planreforma.com/blog/cuanto-cuesta-reformar-una-cocina/;0.08;0.06;0.86;627000;0.78,0.56,0.56,0.78,0.78,0.99,0.78,0.44,0.78,0.33,0.78,0.78
calcular presupuesto reforma;4;0;0;40;2.46;http://planreforma.com/presupuesto-reforma/;0.08;0.09;0.79;471000;0.71,0.43,0.56,0.71,0.43,0.43,0.43,0.28,0.43,0.71,0.99,0.56
ascensor exterior;7;6;-1;70;1.10;http://planreforma.com/blog/cuanto-cuesta-instalar-un-ascensor-en-un-edificio-antigua-y-otros-aspectos-tecnicos-a-tener-en-cuenta/;0.08;0.04;0.56;31600000;0.36,0.82,0.82,0.64,0.82,0.27,0.99,0.82,0.45,0.45,0.45,0.45
precio reforma;4;4;0;40;2.37;http://planreforma.com/presupuesto-reforma/;0.08;0.09;0.74;44900000;0.43,0.43,0.43,0.56,0.28,0.56,0.71,0.56,0.43,0.71,0.71,0.99
reforma piso precio;4;4;0;40;1.05;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.08;0.04;0.77;8730000;0.28,0.28,0.28,0.28,0.43,0.71,0.71,0.43,0.99,0.99,0.71,0.28
precio reforma integral piso;12;13;1;210;2.56;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.08;0.09;0.76;339000;0.28,0.10,0.18,0.18,0.28,0.67,0.67,0.67,0.82,0.54,0.99,0.67
medidas silla de ruedas;12;12;0;210;0.56;http://planreforma.com/blog/adaptar-un-piso-o-vivienda-para-discapacitados-en-sillas-de-ruedas/;0.08;0.02;0.33;744000;0.81,0.81,0.81,0.54,0.65,0.42,0.65,0.81,0.81,0.81,0.81,0.99
hacer croquis;3;2;-1;30;0.00;http://planreforma.com/ayuda/usuario/como_hacer_croquis/;0.07;0.00;0.00;868000;0.75,0.50,0.50,0.50,0.25,0.50,0.25,0.99,0.99,0.50,0.99,0.99
cristales espejo;3;4;1;30;0.13;http://planreforma.com/blog/soluciones-para-ventanas-ver-y-que-no-te-vean/;0.07;0.00;0.53;1130000;0.75,0.99,0.75,0.75,0.99,0.99,0.99,0.50,0.50,0.50,0.99,0.75
reformas de piso;3;2;-1;30;1.40;http://planreforma.com/blog/precio-de-la-reforma-de-un-piso-de-100-m2/;0.07;0.05;0.88;11600000;0.43,0.43,0.99,0.43,0.28,0.14,0.14,0.28,0.14,0.99,0.43,0.28
vinilos espejo;9;9;0;90;0.26;http://planreforma.com/blog/soluciones-para-ventanas-ver-y-que-no-te-vean/;0.07;0.00;0.82;508000;0.82,0.82,0.64,0.45,0.64,0.82,0.82,0.82,0.99,0.64,0.82,0.82
convertir puerta en corredera;3;3;0;30;0.00;http://planreforma.com/blog/nos-vamos-de-reformas-puertas-correderas-ii/;0.07;0.00;0.18;49000;0.99,0.99,0.60,0.40,0.60,0.40,0.60,0.40,0.60,0.40,0.60,0.60
techos con vigas de madera;8;8;0;90;0.00;http://planreforma.com/blog/decoracion-con-vigas-de-madera-vistas/;0.07;0.00;0.15;507000;0.64,0.45,0.82,0.64,0.45,0.45,0.45,0.99,0.82,0.82,0.99,0.82
suelo para cocina;10;8;-2;90;0.67;http://planreforma.com/blog/que-suelo-elegir-para-una-cocina/;0.07;0.02;0.67;27700000;0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.64,0.64,0.99,0.79
colocar cuadros;9;9;0;90;0.18;http://planreforma.com/blog/%C2%BFcomo-colocar-cuadros-en-una-pared/;0.07;0.00;0.14;1450000;0.64,0.45,0.64,0.45,0.82,0.82,0.99,0.64,0.82,0.82,0.99,0.64
reformar;10;0;0;90;2.39;http://planreforma.com/calculador-reforma/;0.07;0.09;0.44;15400000;0.79,0.50,0.64,0.64,0.50,0.64,0.50,0.79,0.79,0.50,0.79,0.99
tarimas de exterior;8;9;1;90;1.47;http://planreforma.com/blog/tarima-de-exterior-de-madera-o-sintetica/;0.07;0.05;0.80;653000;0.53,0.65,0.99,0.65,0.53,0.41,0.41,0.41,0.24,0.28,0.41,0.41
presupuesto reformas integrales;3;3;0;30;3.14;http://planreforma.com/;0.07;0.11;0.80;462000;0.40,0.20,0.80,0.99,0.60,0.60,0.60,0.80,0.60,0.60,0.40,0.60
reforma de pisos;10;10;0;90;2.86;http://planreforma.com/;0.07;0.10;0.96;15500000;0.64,0.50,0.64,0.36,0.28,0.50,0.99,0.64,0.50,0.79,0.99,0.50
precio reformar casa;3;3;0;30;1.69;http://planreforma.com/calculador-reforma/;0.07;0.06;0.74;10500000;0.25,0.25,0.99,0.75,0.75,0.50,0.75,0.75,0.75,0.50,0.99,0.50
baños con bañera y ducha;8;8;0;90;0.00;http://planreforma.com/blog/reformar-los-banos-banera-o-ducha-bide-si-o-no/;0.07;0.00;0.08;7770000;0.79,0.36,0.64,0.36,0.36,0.50,0.64,0.64,0.64,0.50,0.99,0.99
precio reforma vivienda;3;4;1;30;0.00;http://planreforma.com/presupuesto-reforma/;0.07;0.00;0.89;14400000;0.99,0.60,0.60,0.40,0.40,0.40,0.20,0.40,0.20,0.40,0.60,0.60
como colocar cuadros;9;9;0;90;0.56;http://planreforma.com/blog/%C2%BFcomo-colocar-cuadros-en-una-pared/;0.07;0.02;0.13;1280000;0.64,0.82,0.64,0.64,0.82,0.99,0.64,0.64,0.64,0.99,0.82,0.99
decoracion terrazas urbanas;2;2;0;20;0.00;http://planreforma.com/blog/decoracion-feng-shui-terrazas-urbanas/;0.07;0.00;0.28;54000;0.56,0.99,0.14,0.14,0.43,0.14,0.14,0.14,0.14,0.14,0.14,0.14
presupuesto para reformar una casa;2;2;0;20;2.41;http://planreforma.com/;0.07;0.08;0.89;670000;0.99,0.67,0.99,0.99,0.33,0.33,0.67,0.33,0.33,0.33,0.33,0.33
presupuestos reforma;2;3;1;20;3.70;http://planreforma.com/;0.07;0.13;0.90;23600000;0.67,0.33,0.33,0.33,0.67,0.33,0.67,0.99,0.67,0.33,0.67,0.33
