Keyword,Position,"Previous Position","Search Volume",CPC,Url,"Traffic (%)","Traffic Cost (%)",Competition,"Number of Results",Trends,Timestamp,geo
"presupuesto para construir",10,0,10,0.00,http://www.hazmeprecio.com/presupuesto/construccion-casa,0.01,0.00,0.00,24400000,"0.00,0.99,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.99,0.99,0.00",1428174142,
"precios puertas metalicas",10,10,10,1.98,http://www.hazmeprecio.com/presupuesto/puertas-metalicas,0.01,0.02,0.75,325000,"0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.99,0.99",1428741663,
"presupuesto puerta blindada",8,0,10,0.53,http://www.hazmeprecio.com/presupuesto/puertas-blindadas,0.01,0.00,0.89,178000,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.50",1428136858,
"presupuesto materiales de construccion",10,11,10,0.09,http://www.hazmeprecio.com/presupuesto/materiales-de-construccion,0.01,0.00,0.32,683000,"0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33",1428382113,
"presupuesto para obras",10,13,10,0.00,http://www.hazmeprecio.com/presupuesto/obra,0.01,0.00,0.00,49300000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.00",1428473323,
"cristal precios",9,0,10,0.28,http://www.hazmeprecio.com/presupuesto/cristales,0.01,0.00,1.00,10200000,"0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.99,0.99,0.50,0.50",1428110992,
"presupuestos de construccion de casas",10,9,10,1.67,http://www.hazmeprecio.com/presupuesto/construccion-casa,0.01,0.02,0.91,471000,"0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50",1428755131,
"ascensores hidraulicos precios",10,0,10,2.16,http://www.hazmeprecio.com/presupuesto/ascensores-hidraulicos,0.01,0.02,0.91,60000,"0.99,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428606094,
"silestone zaragoza",10,10,10,0.00,http://www.hazmeprecio.com/presupuesto/encimera-silestone/zaragoza,0.01,0.00,0.25,84000,"0.67,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.99,0.33,0.67,0.33",1428396307,
"precio parquet roble",9,11,10,1.43,http://www.hazmeprecio.com/presupuesto/parquet-de-roble,0.01,0.01,0.63,390000,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50",1428827552,
"silestone rojo estelar",8,18,10,0.00,http://www.hazmeprecio.com/reformas-cocinas/valencia/bancada-de-cocina-silestone-rojo-estelar-valencia,0.01,0.00,0.07,3000,"0.99,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428251884,
"piscinas 4x2",8,8,10,0.00,http://www.hazmeprecio.com/toledo/presupuesto-construir-piscina-4x2-5m,0.01,0.00,0.74,343000,"0.33,0.67,0.67,0.99,0.67,0.67,0.33,0.33,0.00,0.33,0.33,0.33",1428351987,
"precios de espejos de pared",8,0,10,0.20,http://www.hazmeprecio.com/presupuesto/espejos,0.01,0.00,1.00,690000,"0.99,0.99,0.99,0.99,0.99,0.00,0.99,0.99,0.99,0.99,0.00,0.99",1428655151,
"precio piso parquet",8,0,10,1.82,http://www.hazmeprecio.com/presupuesto/poner-parquet,0.01,0.02,0.67,14500000,"0.00,0.99,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.99",1428127610,
"precio de m2 de construccion",9,12,10,0.00,http://www.hazmeprecio.com/presupuesto/construccion-vivienda-unifamiliar,0.01,0.00,0.00,10200000,"0.67,0.33,0.67,0.33,0.33,0.99,0.33,0.99,0.33,0.33,0.33,0.00",1428231834,
"cuanto vale una caldera",8,9,10,2.00,http://www.hazmeprecio.com/presupuesto/instalar-caldera,0.01,0.02,0.74,193000,"0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.99",1428115400,
"presupuestos de aire acondicionado",10,8,10,1.32,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.01,0.01,0.89,793000,"0.25,0.25,0.25,0.99,0.50,0.25,0.25,0.50,0.25,0.25,0.25,0.25",1428519943,
"presupuestos construccion casa",8,8,10,1.58,http://www.hazmeprecio.com/presupuesto/construccion-casa,0.01,0.01,0.82,10200000,"0.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.99",1428232296,
"velux.es precios",10,0,10,1.07,http://www.hazmeprecio.com/presupuesto/ventanas-velux,0.01,0.01,0.52,142000,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50",1428721540,
"porches de madera valladolid",8,7,10,0.77,http://www.hazmeprecio.com/presupuesto/porche-de-madera/valladolid,0.01,0.00,0.60,200000,"0.50,0.99,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428223152,
"reformas presupuesto",8,8,10,6.01,http://www.hazmeprecio.com/,0.01,0.07,0.96,23400000,"0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.99,0.99",1428732505,
"velux ggl 304",10,0,10,0.76,http://www.hazmeprecio.com/presupuesto/persianas-velux/leon,0.01,0.00,0.49,77000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428828022,
"precios vestidores a medida",10,8,10,0.17,http://www.hazmeprecio.com/presupuesto/hacer-vestidor,0.01,0.00,0.91,301000,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.50,0.99,0.50",1428615443,
"porches de pvc",10,10,10,0.56,http://www.hazmeprecio.com/presupuesto/cerramiento-porche,0.01,0.00,0.72,583000,"0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.99,0.50",1428420637,
"precio del cristal templado",8,0,10,0.00,http://www.hazmeprecio.com/presupuesto/cristal-templado,0.01,0.00,0.79,753000,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50",1428754649,
"presupuesto de aire acondicionado",9,9,10,1.77,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.01,0.02,0.79,751000,"0.50,0.99,0.99,0.99,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428668924,
"pladur vizcaya",9,8,10,0.00,http://www.hazmeprecio.com/empresas/pladur/vizcaya,0.01,0.00,0.15,305000,"0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428420433,
"puerta balcon aluminio",9,8,10,1.39,http://www.hazmeprecio.com/barcelona/presupuesto-puerta-balcon-aluminio,0.01,0.01,0.60,385000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428300353,
"cuanto vale un toldo",10,0,10,0.00,http://www.hazmeprecio.com/presupuesto/toldo-terraza,0.01,0.00,0.47,120000,"0.67,0.33,0.99,0.99,0.67,0.33,0.33,0.33,0.67,0.33,0.33,0.33",1428114750,
"instalacion de aire acondicionado precios",8,0,10,0.00,http://www.hazmeprecio.com/presupuesto/instalacion-aire-acondicionado,0.01,0.00,1.00,758000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.00,0.99,0.99,0.99,0.99",1428088188,
"canalones de aluminio en valencia",9,7,10,0.90,http://www.hazmeprecio.com/presupuesto/canalones-aluminio/valencia,0.01,0.01,0.60,140000,"0.33,0.67,0.99,0.67,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33",1428827603,
"pintores cadiz",8,7,10,0.00,http://www.hazmeprecio.com/presupuesto/pintores/cadiz/cadiz,0.01,0.00,0.17,382000,"0.50,0.99,0.99,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.99",1428679094,
"parquet pulido",10,10,10,2.36,http://www.hazmeprecio.com/presupuesto/pulir-parquet,0.01,0.02,0.89,392000,"0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99",1428376155,
"instaladores parquet",9,7,10,2.06,http://www.hazmeprecio.com/presupuesto/instaladores-de-parquet/barcelona,0.01,0.02,1.00,376000,"0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.99,0.20,0.20,0.20",1428759210,
"suelo radiante presupuesto",8,9,10,1.26,http://www.hazmeprecio.com/presupuesto/suelo-radiante,0.01,0.01,0.77,199000,"0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.50,0.25,0.99,0.25",1428261290,
"precio fontaneria baño",9,9,10,0.00,http://www.hazmeprecio.com/presupuesto/fontaneria-baño,0.01,0.00,0.82,384000,"0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428156426,
"precios ventanas aluminio blanco",10,15,10,0.00,http://www.hazmeprecio.com/presupuesto/ventanas-aluminio,0.01,0.00,0.82,483000,"0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50",1428400253,
"falsos techos precios",9,0,10,0.00,http://www.hazmeprecio.com/presupuesto/falsos-techos,0.01,0.00,0.73,255000,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50",1428256030,
"guardamuebles ciudad real",9,7,10,5.88,http://www.hazmeprecio.com/presupuesto/mudanzas-y-guardamuebles/ciudad-real,0.01,0.07,0.79,200000,"0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.50,0.50,0.50",1428165629,
"precio de buzoneo",8,0,10,1.90,http://www.hazmeprecio.com/presupuesto/buzoneo,0.01,0.02,0.94,110000,"0.50,0.50,0.99,0.50,0.50,0.50,0.50,0.99,0.50,0.50,0.99,0.99",1428183265,
"precios canalones",10,11,10,0.11,http://www.hazmeprecio.com/presupuesto/canalones-aluminio,0.01,0.00,1.00,267000,"0.50,0.50,0.50,0.50,0.50,0.50,0.99,0.99,0.99,0.50,0.50,0.50",1428371953,
"telefonillos precios",14,14,40,0.12,http://www.hazmeprecio.com/presupuesto/telefonillos-comunidad,0.01,0.00,0.92,30000,"0.14,0.21,0.28,0.36,0.64,0.99,0.28,0.21,0.14,0.14,0.36,0.14",1428827753,
"precios de mosquiteras",14,0,40,0.56,http://www.hazmeprecio.com/presupuesto/mosquiteras-enrollables,0.01,0.00,0.87,453000,"0.27,0.45,0.82,0.99,0.82,0.45,0.18,0.09,0.09,0.00,0.09,0.18",1428150525,
"cambiar puertas casa",17,15,70,0.00,http://www.hazmeprecio.com/presupuesto/cambiar-puertas,0.01,0.00,0.50,13400000,"0.36,0.27,0.45,0.45,0.82,0.64,0.99,0.99,0.99,0.45,0.64,0.36",1428246988,
"poner escayola",14,15,40,0.27,http://www.hazmeprecio.com/presupuesto/poner-escayola,0.01,0.00,0.13,372000,"0.56,0.56,0.43,0.43,0.56,0.99,0.43,0.56,0.99,0.71,0.43,0.71",1428727649,
"sika sevilla",21,21,140,0.00,http://www.hazmeprecio.com/presupuesto/sika/sevilla,0.01,0.00,0.03,94000,"0.99,0.82,0.99,0.82,0.65,0.65,0.99,0.65,0.82,0.65,0.65,0.65",1428127348,
"construir chimenea",17,19,70,0.14,http://www.hazmeprecio.com/presupuesto/construir-chimenea,0.01,0.00,0.31,571000,"0.64,0.45,0.27,0.18,0.36,0.27,0.64,0.64,0.99,0.82,0.82,0.82",1428265362,
"fontaneros en malaga",17,16,70,3.77,http://www.hazmeprecio.com/presupuesto/fontaneros/malaga/malaga,0.01,0.04,0.88,383000,"0.45,0.82,0.99,0.64,0.82,0.45,0.99,0.64,0.99,0.64,0.64,0.36",1428424380,
"gasoleo calefaccion asturias",14,0,40,0.48,http://www.hazmeprecio.com/presupuesto/calefaccion-de-gasoil/asturias,0.01,0.00,0.62,36000,"0.21,0.21,0.14,0.07,0.07,0.07,0.07,0.14,0.36,0.99,0.50,0.28",1428309480,
"precio parquet leroy merlin",17,17,70,0.55,http://www.hazmeprecio.com/presupuesto/instalar-tarima-o-parquet,0.01,0.00,0.54,46000,"0.18,0.12,0.41,0.41,0.41,0.41,0.18,0.41,0.65,0.53,0.99,0.41",1428395871,
"como colocar tarima flotante en un piso",17,0,70,0.00,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante,0.01,0.00,0.54,203000,"0.78,0.44,0.44,0.44,0.78,0.78,0.56,0.78,0.56,0.99,0.78,0.99",1428728232,
"instalador de gas autorizado",17,0,70,3.63,http://www.hazmeprecio.com/presupuesto/instalador-de-gas-autorizado/madrid,0.01,0.04,0.75,339000,"0.64,0.36,0.45,0.64,0.27,0.36,0.82,0.45,0.64,0.99,0.82,0.99",1428511322,
"empresas de reformas en leon",14,0,40,1.64,http://www.hazmeprecio.com/empresas/reformas-integrales/leon,0.01,0.01,0.91,484000,"0.28,0.99,0.56,0.71,0.56,0.43,0.56,0.14,0.43,0.28,0.71,0.43",1428269508,
"precio gasoil cantabria",14,16,40,0.00,http://www.hazmeprecio.com/presupuesto/calefaccion-de-gasoil/cantabria,0.01,0.00,0.05,469000,"0.27,0.27,0.27,0.27,0.27,0.27,0.18,0.27,0.36,0.64,0.99,0.36",1428232132,
"persianas velux precios",17,16,70,0.73,http://www.hazmeprecio.com/presupuesto/persianas-velux,0.01,0.00,0.96,56000,"0.82,0.36,0.82,0.99,0.99,0.64,0.36,0.18,0.36,0.45,0.82,0.45",1428209657,
"precio metro cuadrado de construccion",14,11,40,0.84,http://www.hazmeprecio.com/presupuesto/construccion-vivienda-unifamiliar,0.01,0.00,0.39,560000,"0.99,0.56,0.71,0.56,0.28,0.28,0.43,0.43,0.43,0.43,0.71,0.71",1428814257,
"placas de hormigon precio",17,17,70,0.46,http://www.hazmeprecio.com/presupuesto/cerramiento-de-hormigon,0.01,0.00,0.65,370000,"0.28,0.36,0.50,0.36,0.50,0.36,0.28,0.50,0.50,0.36,0.50,0.99",1428119389,
"vestidores de pladur",14,0,40,0.66,http://www.hazmeprecio.com/presupuesto/hacer-vestidor,0.01,0.00,0.17,120000,"0.99,0.60,0.99,0.60,0.99,0.80,0.99,0.99,0.80,0.80,0.99,0.80",1428323321,
"silestone barcelona",17,17,70,0.56,http://www.hazmeprecio.com/presupuesto/encimera-silestone/barcelona,0.01,0.00,0.86,225000,"0.78,0.78,0.56,0.78,0.99,0.99,0.99,0.99,0.56,0.44,0.99,0.78",1428433349,
"cerrajeria online",20,17,90,2.02,http://www.hazmeprecio.com/presupuesto/cerrajeria,0.01,0.02,0.81,673000,"0.99,0.45,0.82,0.82,0.45,0.82,0.64,0.82,0.82,0.64,0.99,0.99",1428355889,
"vallar un terreno",13,13,30,0.00,http://www.hazmeprecio.com/alicante/presupuesto-vallar-un-terreno-rustico,0.01,0.00,0.22,69000,"0.99,0.25,0.75,0.75,0.50,0.75,0.75,0.50,0.75,0.75,0.50,0.50",1428836521,
"toldos patio",13,0,30,0.26,http://www.hazmeprecio.com/presupuesto/toldo-patio,0.01,0.00,0.99,436000,"0.56,0.43,0.56,0.99,0.43,0.28,0.43,0.28,0.28,0.14,0.28,0.28",1428400514,
"fumigaciones barcelona",18,0,90,5.24,http://www.hazmeprecio.com/presupuesto/fumigar/barcelona,0.01,0.05,0.97,256000,"0.08,0.12,0.15,0.27,0.35,0.99,0.81,0.65,0.42,0.12,0.35,0.19",1428808252,
"toldos terrazas precios",13,10,30,0.47,http://www.hazmeprecio.com/presupuesto/toldo-terraza,0.01,0.00,1.00,335000,"0.40,0.60,0.40,0.80,0.80,0.60,0.99,0.40,0.60,0.20,0.40,0.40",1428174201,
"guardamuebles asturias",13,13,30,1.22,http://www.hazmeprecio.com/presupuesto/mudanzas-y-guardamuebles/asturias,0.01,0.01,0.85,285000,"0.60,0.60,0.60,0.60,0.40,0.20,0.40,0.40,0.99,0.99,0.40,0.60",1428114743,
"plana fabrega tarragona",19,0,90,0.00,http://www.hazmeprecio.com/empresa/plana-fabrega,0.01,0.00,0.01,8000,"0.99,0.64,0.45,0.64,0.64,0.82,0.82,0.64,0.99,0.99,0.99,0.82",1428808079,
"icp precio",18,18,90,0.25,http://www.hazmeprecio.com/presupuesto/instalar-icp,0.01,0.00,0.43,430000,"0.99,0.99,0.79,0.64,0.36,0.28,0.36,0.28,0.50,0.50,0.50,0.50",1428759302,
"panel sandwich sevilla",19,19,90,0.45,http://www.hazmeprecio.com/presupuesto/paneles-sandwich/sevilla,0.01,0.00,0.64,99000,"0.82,0.64,0.36,0.82,0.64,0.99,0.99,0.99,0.99,0.99,0.64,0.36",1428646023,
"ventanas tipo velux",13,15,30,0.46,http://www.hazmeprecio.com/presupuesto/ventanas-velux,0.01,0.00,0.77,144000,"0.40,0.80,0.60,0.60,0.99,0.80,0.80,0.60,0.60,0.40,0.80,0.99",1428289697,
"armarios empotrados vitoria",13,12,30,0.61,http://www.hazmeprecio.com/presupuesto/armarios-empotrados/alava/vitoria_gasteiz,0.01,0.00,0.56,352000,"0.60,0.40,0.60,0.40,0.20,0.20,0.80,0.99,0.60,0.40,0.99,0.80",1428759346,
"suelo de cemento pulido precio",13,9,30,1.24,http://www.hazmeprecio.com/presupuesto/hormigon-pulido,0.01,0.01,0.85,55000,"0.80,0.20,0.60,0.99,0.99,0.40,0.60,0.80,0.80,0.60,0.60,0.60",1428260723,
"leroy merlin puertas blindadas",20,20,90,0.68,http://www.hazmeprecio.com/presupuesto/puertas-blindadas,0.01,0.00,0.70,7000,"0.53,0.53,0.24,0.28,0.65,0.41,0.24,0.41,0.82,0.65,0.99,0.99",1428327953,
"puerta de aluminio precio",18,17,90,0.70,http://www.hazmeprecio.com/presupuesto/puertas-aluminio,0.01,0.00,0.86,2040000,"0.41,0.24,0.41,0.41,0.41,0.12,0.28,0.82,0.41,0.53,0.99,0.65",1428300195,
"escaleras metalicas precios",13,14,30,0.76,http://www.hazmeprecio.com/presupuesto/escalera-metalica,0.01,0.00,1.00,362000,"0.99,0.28,0.14,0.43,0.28,0.56,0.71,0.56,0.14,0.28,0.14,0.28",1428836769,
"precio de canalones",13,12,30,0.34,http://www.hazmeprecio.com/presupuesto/canalones-aluminio,0.01,0.00,0.90,374000,"0.40,0.20,0.40,0.60,0.40,0.20,0.80,0.40,0.80,0.60,0.60,0.99",1428629688,
"presupuesto acuchillar parquet",13,15,30,1.27,http://www.hazmeprecio.com/presupuesto/acuchillar-y-barnizar-parquet,0.01,0.01,0.80,55000,"0.75,0.99,0.75,0.75,0.99,0.75,0.50,0.99,0.50,0.25,0.50,0.75",1428391073,
"precio de toldos para balcon",13,18,30,0.09,http://www.hazmeprecio.com/presupuesto/toldo-terraza,0.01,0.00,1.00,423000,"0.99,0.99,0.99,0.56,0.14,0.14,0.43,0.14,0.14,0.14,0.14,0.14",1428405126,
"tarima flotante las palmas",13,13,30,1.09,http://www.hazmeprecio.com/presupuesto/instalar-tarima-flotante/las-palmas,0.01,0.01,0.79,193000,"0.99,0.60,0.20,0.60,0.60,0.60,0.80,0.80,0.60,0.40,0.40,0.80",1428141230,
"restaurar parquet",18,19,90,1.82,http://www.hazmeprecio.com/presupuesto/reparar-parquet,0.01,0.02,0.63,150000,"0.82,0.45,0.82,0.64,0.64,0.82,0.82,0.82,0.64,0.99,0.82,0.82",1428127725,
"boletin de las palmas",18,18,90,0.00,http://www.hazmeprecio.com/presupuesto/boletin-electrico/las-palmas,0.01,0.00,0.00,5500000,"0.99,0.82,0.99,0.99,0.82,0.82,0.82,0.82,0.45,0.82,0.64,0.45",1428804047,
"armario a medida online",13,14,30,0.38,http://www.hazmeprecio.com/presupuesto/armarios-a-medida,0.01,0.00,0.78,548000,"0.40,0.40,0.80,0.99,0.80,0.60,0.40,0.60,0.60,0.60,0.99,0.80",1428414056,
"puertas para portales",13,0,30,0.51,http://www.hazmeprecio.com/presupuesto/puertas-portal,0.01,0.00,0.79,676000,"0.40,0.80,0.40,0.40,0.40,0.20,0.60,0.40,0.60,0.40,0.40,0.99",1428387023,
"tarima para piscinas",13,14,30,1.20,http://www.hazmeprecio.com/presupuesto/tarima-para-piscinas,0.01,0.01,0.66,575000,"0.60,0.99,0.60,0.99,0.60,0.60,0.40,0.20,0.20,0.20,0.60,0.60",1428170044,
"cerramientos cantabria",13,0,30,0.00,http://www.hazmeprecio.com/empresas/cerramientos/cantabria,0.01,0.00,0.42,340000,"0.99,0.80,0.60,0.80,0.80,0.20,0.99,0.80,0.40,0.40,0.60,0.40",1428409428,
"cuanto cuesta un toldo",13,13,30,0.91,http://www.hazmeprecio.com/presupuesto/poner-toldo,0.01,0.01,0.71,150000,"0.80,0.80,0.99,0.99,0.99,0.60,0.60,0.40,0.40,0.20,0.60,0.40",1428265378,
"carpinteria metalica algeciras",13,11,30,0.00,http://www.hazmeprecio.com/presupuesto/carpinteria-metalica/cadiz/algeciras,0.01,0.00,0.19,21000,"0.50,0.99,0.50,0.99,0.50,0.75,0.75,0.99,0.99,0.50,0.99,0.75",1428305035,
"reformas baños precios",13,10,30,2.31,http://www.hazmeprecio.com/presupuesto/reforma-baño,0.01,0.02,0.85,544000,"0.22,0.11,0.22,0.56,0.22,0.11,0.22,0.22,0.22,0.78,0.99,0.78",1428309286,
"toldos en mostoles",20,0,90,1.04,http://www.hazmeprecio.com/presupuesto/toldos/madrid/mostoles,0.01,0.01,0.79,86000,"0.64,0.64,0.79,0.50,0.50,0.36,0.50,0.64,0.64,0.36,0.64,0.99",1428501765,
"oferta parquet barcelona",13,11,30,1.20,http://www.hazmeprecio.com/ofertas/parquet/barcelona,0.01,0.01,0.82,404000,"0.75,0.75,0.50,0.99,0.50,0.50,0.75,0.50,0.75,0.75,0.75,0.99",1428679555,
"ventanas pvc zaragoza",20,0,90,0.82,http://www.hazmeprecio.com/presupuesto/ventanas-pvc/zaragoza,0.01,0.00,0.81,439000,"0.24,0.33,0.43,0.19,0.33,0.52,0.67,0.67,0.33,0.33,0.52,0.99",1428145845,
"solado de gres",13,19,30,0.00,http://www.hazmeprecio.com/presupuesto/alicatado-y-solado,0.01,0.00,0.03,190000,"0.50,0.50,0.99,0.75,0.25,0.50,0.25,0.75,0.99,0.75,0.50,0.99",1428351764,
"precios suelo radiante",13,17,30,0.85,http://www.hazmeprecio.com/presupuesto/suelo-radiante,0.01,0.00,1.00,299000,"0.40,0.40,0.40,0.20,0.40,0.20,0.20,0.60,0.80,0.80,0.99,0.80",1428641363,
"pladur almeria",13,18,30,0.30,http://www.hazmeprecio.com/empresas/pladur/almeria,0.01,0.00,0.15,200000,"0.99,0.50,0.50,0.25,0.75,0.50,0.50,0.50,0.75,0.25,0.99,0.99",1428240962,
"aguas de alicante on line",19,0,90,0.00,http://www.hazmeprecio.com/presupuesto/grupos-de-presion-de-agua/alicante,0.01,0.00,0.02,560000,"0.19,0.19,0.67,0.43,0.14,0.14,0.19,0.99,0.24,0.81,0.52,0.14",1428510891,
"vallas para parcelas",13,0,30,0.38,http://www.hazmeprecio.com/presupuesto/vallar-parcela,0.01,0.00,0.79,442000,"0.60,0.60,0.80,0.60,0.99,0.40,0.40,0.80,0.60,0.40,0.60,0.60",1428641321,
"presupuesto obra casa",13,18,30,2.52,http://www.hazmeprecio.com/presupuesto/construccion-casa,0.01,0.02,0.80,18900000,"0.14,0.14,0.14,0.14,0.28,0.28,0.28,0.71,0.99,0.71,0.56,0.28",1428634352,
"barandillas acero inoxidable precio",13,0,30,0.10,http://www.hazmeprecio.com/presupuesto/barandilla,0.01,0.00,0.90,195000,"0.20,0.80,0.80,0.99,0.60,0.60,0.60,0.99,0.40,0.20,0.20,0.40",1428387205,
"motorizar toldo",13,16,30,0.00,http://www.hazmeprecio.com/presupuesto/motorizar-toldo,0.01,0.00,1.00,708000,"0.20,0.99,0.99,0.99,0.80,0.60,0.60,0.40,0.20,0.40,0.20,0.20",1428218811,
"puertas blindadas sevilla",18,17,90,1.58,http://www.hazmeprecio.com/presupuesto/puertas-blindadas/sevilla,0.01,0.01,0.80,116000,"0.99,0.64,0.99,0.64,0.99,0.64,0.82,0.64,0.64,0.64,0.99,0.99",1428079452,
"precios fontaneria",13,11,30,1.36,http://www.hazmeprecio.com/presupuesto/fontaneria,0.01,0.01,0.81,450000,"0.40,0.60,0.60,0.60,0.40,0.40,0.60,0.99,0.60,0.40,0.40,0.80",1428290085,
"presupuesto reformas madrid",13,0,30,5.73,http://www.hazmeprecio.com/presupuesto/reforma/madrid/madrid,0.01,0.06,0.56,794000,"0.40,0.60,0.99,0.40,0.40,0.40,0.40,0.40,0.40,0.20,0.60,0.99",1428241257,
"vestir un armario por dentro",12,10,20,1.01,http://www.hazmeprecio.com/presupuesto/vestir-armarios,0.01,0.01,0.21,507000,"0.60,0.40,0.60,0.40,0.40,0.20,0.20,0.20,0.40,0.20,0.99,0.80",1428814335,
"presupuesto de reformas de viviendas",12,0,20,3.44,http://www.hazmeprecio.com/presupuesto/reforma-vivienda,0.01,0.03,0.92,21600000,"0.50,0.50,0.25,0.25,0.50,0.50,0.50,0.25,0.25,0.25,0.99,0.99",1428473616,
"persiana metalica precio",12,0,20,0.95,http://www.hazmeprecio.com/empresas/persianas-metalicas,0.01,0.01,0.77,136000,"0.50,0.50,0.75,0.25,0.25,0.50,0.99,0.50,0.50,0.25,0.25,0.50",1428457818,
"precios reforma cocina",12,0,20,3.01,http://www.hazmeprecio.com/presupuesto/reforma-cocina,0.01,0.03,0.91,758000,"0.67,0.33,0.33,0.67,0.33,0.33,0.67,0.33,0.99,0.67,0.99,0.99",1428502253,
"precios de velux",12,11,20,0.43,http://www.hazmeprecio.com/presupuesto/ventanas-velux,0.01,0.00,0.54,147000,"0.99,0.99,0.99,0.50,0.99,0.99,0.99,0.99,0.99,0.50,0.50,0.99",1428119323,
"pladur cadiz",12,10,20,0.00,http://www.hazmeprecio.com/presupuesto/pladur/cadiz,0.01,0.00,0.03,267000,"0.33,0.33,0.33,0.33,0.67,0.33,0.67,0.99,0.99,0.67,0.67,0.33",1428495938,
"boletin gas natural",12,12,20,1.38,http://www.hazmeprecio.com/presupuesto/boletin-gas,0.01,0.01,0.65,554000,"0.67,0.33,0.67,0.33,0.99,0.67,0.99,0.67,0.99,0.99,0.99,0.67",1428664034,
"precio pergolas aluminio",12,11,20,0.81,http://www.hazmeprecio.com/presupuesto/pergola-aluminio,0.01,0.00,1.00,333000,"0.40,0.99,0.60,0.60,0.40,0.60,0.40,0.20,0.20,0.20,0.20,0.20",1428141321,
"precio reforma baño y cocina",12,0,20,3.22,http://www.hazmeprecio.com/presupuesto/reforma-cocina-y-baño,0.01,0.03,0.84,1020000,"0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.99,0.33,0.99,0.33,0.33",1428218977,
"panel sandwich galicia",12,18,20,0.35,http://www.hazmeprecio.com/presupuesto/paneles-sandwich/pontevedra,0.01,0.00,0.54,48000,"0.25,0.50,0.25,0.50,0.75,0.75,0.75,0.50,0.50,0.50,0.99,0.75",1428750268,
"fontaneros en huelva",12,0,20,1.67,http://www.hazmeprecio.com/presupuesto/fontaneros/huelva/huelva,0.01,0.01,0.45,460000,"0.28,0.71,0.14,0.28,0.14,0.28,0.14,0.14,0.43,0.43,0.99,0.14",1428214121,
"reformar cocina y baño precio",12,0,20,1.87,http://www.hazmeprecio.com/presupuesto/reforma-cocina-y-baño,0.01,0.02,0.85,1170000,"0.33,0.33,0.33,0.33,0.33,0.67,0.67,0.67,0.67,0.67,0.99,0.99",1428415329,
"pladur cordoba",12,12,20,0.02,http://www.hazmeprecio.com/empresas/pladur/cordoba,0.01,0.00,0.16,222000,"0.75,0.75,0.99,0.25,0.50,0.50,0.50,0.50,0.75,0.50,0.50,0.75",1428261117,
