Keyword,Position,Previous Position,Search Volume,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp,geo class,relevant class
pladur barcelona,11,9,210,0.98,http://precio.habitissimo.es/pladur/barcelona,0.01,0.01,0.54,473000,"0.44,0.35,0.28,0.35,0.44,0.28,0.35,0.67,0.44,0.28,0.99,0.67",1428672822,geo,norelevant
precio de ventanas de pvc,11,11,210,0.62,http://precio.habitissimo.es/carpinteria-pvc,0.01,0.00,0.90,515000,"0.53,0.44,0.53,0.53,0.44,0.44,0.66,0.66,0.81,0.66,0.81,0.99",1428477620,nogeo,norelevant
persianas badajoz,11,10,210,0.30,http://www.habitissimo.es/empresas/persianas/badajoz,0.01,0.00,0.14,452000,"0.66,0.66,0.81,0.81,0.99,0.66,0.66,0.66,0.53,0.44,0.66,0.44",1428759223,geo,relevant
cortinas para comedor,7,7,210,0.33,http://fotos.habitissimo.es/cortinas,0.01,0.00,0.63,622000,"0.53,0.44,0.44,0.34,0.44,0.44,0.66,0.53,0.81,0.53,0.99,0.81",1428424559,nogeo,norelevant
reformas bilbao,7,8,210,1.60,http://www.habitissimo.es/empresas/reformas/vizcaya/bilbao,0.01,0.02,0.87,647000,"0.54,0.28,0.36,0.36,0.36,0.23,0.99,0.67,0.54,0.44,0.54,0.54",1428318917,geo,relevant
mi casa cosas de casa,7,6,210,0.19,http://www.habitissimo.es/mi-casa-cosas-de-casa,0.01,0.00,0.02,18200000,"0.53,0.66,0.66,0.53,0.81,0.66,0.66,0.81,0.81,0.66,0.99,0.81",1428136448,nogeo,norelevant
cortinas de comedor,7,5,210,0.24,http://fotos.habitissimo.es/cortinas,0.01,0.00,0.98,1010000,"0.53,0.44,0.44,0.44,0.44,0.44,0.81,0.81,0.81,0.66,0.99,0.99",1428697754,nogeo,norelevant
cocinas baratas barcelona,7,7,210,0.44,http://ofertas.habitissimo.es/cocinas-baratas/barcelona,0.01,0.00,0.85,279000,"0.81,0.65,0.65,0.81,0.54,0.65,0.54,0.99,0.81,0.65,0.99,0.65",1428214501,geo,norelevant
toldos en cordoba,7,7,210,1.17,http://www.habitissimo.es/presupuestos/toldos/cordoba,0.01,0.01,0.75,459000,"0.67,0.67,0.99,0.67,0.54,0.44,0.44,0.28,0.36,0.28,0.36,0.44",1428092364,geo,relevant
baldosin catalan,7,6,210,0.02,http://www.habitissimo.es/ideas/baldosin-catalan,0.01,0.00,0.03,15000,"0.81,0.81,0.99,0.81,0.81,0.54,0.81,0.99,0.99,0.81,0.99,0.99",1428500417,nogeo,norelevant
toldos marbella,7,7,210,1.00,http://www.habitissimo.es/presupuestos/toldos/malaga/marbella,0.01,0.01,0.61,225000,"0.67,0.54,0.99,0.82,0.67,0.44,0.36,0.36,0.36,0.23,0.36,0.36",1428808528,geo,relevant
quarella,7,8,210,0.00,http://www.habitissimo.es/quarella,0.01,0.00,0.02,2280000,"0.81,0.99,0.66,0.53,0.66,0.53,0.66,0.66,0.66,0.44,0.66,0.66",1428127894,nogeo,norelevant
casas prefabricadas tenerife,7,7,210,0.38,http://www.habitissimo.es/presupuestos/construccion-casas-prefabricadas/santa-cruz-de-tenerife,0.01,0.00,0.75,600000,"0.53,0.53,0.66,0.53,0.66,0.81,0.81,0.66,0.53,0.44,0.99,0.99",1428808200,geo,norelevant
kibuc ulla,7,7,210,0.00,http://www.habitissimo.es/kibuc-ulloa,0.01,0.00,0.00,1000,"0.66,0.53,0.53,0.44,0.66,0.99,0.66,0.53,0.53,0.44,0.99,0.81",1428087921,geo,norelevant
toldos pacheco,7,7,210,0.33,http://www.habitissimo.es/toldos-pacheco/distribuidores,0.01,0.00,0.18,366000,"0.66,0.81,0.99,0.99,0.81,0.53,0.66,0.53,0.44,0.22,0.34,0.53",1428252182,nogeo,relevant
hormigon impreso malaga,7,6,210,1.18,http://www.habitissimo.es/presupuestos/hormigon-impreso/malaga,0.01,0.01,0.84,65000,"0.44,0.67,0.99,0.35,0.28,0.35,0.35,0.54,0.28,0.23,0.28,0.44",1428679521,geo,norelevant
empresas reformas madrid,7,9,210,3.50,http://www.habitissimo.es/empresas/reformas/madrid,0.01,0.04,0.85,12300000,"0.99,0.99,0.99,0.99,0.99,0.35,0.81,0.81,0.65,0.54,0.65,0.81",1428247780,geo,relevant
parquet ceramico,7,11,210,0.28,http://preguntas.habitissimo.es/pregunta/poner-tarima-flotante-o-pavimento-ceramico-en-casa,0.01,0.00,0.27,244000,"0.66,0.53,0.66,0.53,0.66,0.66,0.81,0.81,0.66,0.66,0.99,0.81",1428395658,nogeo,relevant
estanterias pladur,7,10,210,0.53,http://www.habitissimo.es/presupuestos/estanterias-pladur,0.01,0.00,0.28,117000,"0.99,0.65,0.65,0.54,0.65,0.65,0.65,0.99,0.81,0.99,0.99,0.99",1428236317,nogeo,norelevant
euronix,7,8,210,0.00,http://www.habitissimo.es/http-www-euronix-es,0.01,0.00,0.00,35000,"0.66,0.44,0.66,0.66,0.66,0.44,0.81,0.81,0.81,0.99,0.99,0.81",1428808497,nogeo,norelevant
chimeneas estar,7,7,210,0.22,http://www.habitissimo.es/chimeneas-estar,0.01,0.00,0.50,676000,"0.44,0.23,0.28,0.23,0.28,0.23,0.44,0.67,0.99,0.82,0.99,0.82",1428265302,geo,norelevant
cerramientos de fincas,7,8,210,0.47,http://www.habitissimo.es/presupuestos/cerramiento-finca,0.01,0.00,0.67,431000,"0.81,0.81,0.99,0.99,0.44,0.44,0.53,0.66,0.53,0.53,0.81,0.81",1428227645,nogeo,relevant
empresas de limpieza en cordoba,10,10,210,1.23,http://www.habitissimo.es/empresas/limpieza/cordoba,0.01,0.01,0.85,784000,"0.81,0.54,0.65,0.54,0.54,0.65,0.99,0.99,0.99,0.54,0.81,0.99",1428079456,geo,norelevant
iabi,10,9,210,0.03,http://www.habitissimo.es/iabi-norte-s-l,0.01,0.00,0.10,274000,"0.53,0.66,0.66,0.66,0.81,0.53,0.66,0.66,0.81,0.81,0.99,0.66",1428601833,nogeo,norelevant
trabajos verticales barcelona,8,9,210,3.88,http://www.habitissimo.es/empresas/trabajos-verticales/barcelona,0.01,0.03,0.88,294000,"0.81,0.81,0.99,0.66,0.66,0.34,0.66,0.66,0.53,0.34,0.53,0.34",1428847888,geo,norelevant
reformas bilbao,9,9,210,1.60,http://precio.habitissimo.es/reformas-viviendas/vizcaya/bilbao,0.01,0.01,0.87,647000,"0.54,0.28,0.36,0.36,0.36,0.23,0.99,0.67,0.54,0.44,0.54,0.54",1428318917,geo,relevant
reformas bilbao,8,7,210,1.60,http://precio.habitissimo.es/reformas/vizcaya/bilbao,0.01,0.01,0.87,647000,"0.54,0.28,0.36,0.36,0.36,0.23,0.99,0.67,0.54,0.44,0.54,0.54",1428318917,geo,relevant
integral del ascensor,9,10,210,2.25,http://www.habitissimo.es/integral-del-ascensor,0.01,0.02,0.27,257000,"0.81,0.81,0.99,0.53,0.66,0.44,0.66,0.66,0.66,0.44,0.66,0.66",1428473128,nogeo,norelevant
mudanzas palma,8,8,210,4.37,http://www.habitissimo.es/presupuestos/mudanzas/illes-balears/palma-de-mallorca,0.01,0.04,0.98,414000,"0.99,0.67,0.54,0.28,0.28,0.19,0.44,0.81,0.35,0.23,0.23,0.54",1428145649,geo,norelevant
casas prefabricadas en asturias,10,10,210,0.49,http://www.habitissimo.es/presupuestos/construccion-casas-prefabricadas/asturias,0.01,0.00,0.62,514000,"0.65,0.81,0.99,0.99,0.81,0.99,0.99,0.99,0.81,0.65,0.81,0.65",1428827691,geo,norelevant
la boutique del sofa,9,10,210,0.44,http://www.habitissimo.es/boutique-del-sofa,0.01,0.00,0.53,55300000,"0.99,0.81,0.65,0.54,0.81,0.65,0.65,0.99,0.99,0.65,0.99,0.65",1428750333,nogeo,norelevant
azulejos plaza,9,12,210,0.00,http://www.habitissimo.es/azulejos-plaza,0.01,0.00,0.01,588000,"0.99,0.81,0.99,0.65,0.99,0.65,0.99,0.81,0.81,0.54,0.81,0.99",1428079437,nogeo,norelevant
decorador,8,0,210,0.76,http://precio.habitissimo.es/decoradores,0.01,0.00,0.60,967000,"0.66,0.66,0.66,0.53,0.53,0.44,0.66,0.99,0.81,0.81,0.81,0.81",1428606138,nogeo,norelevant
azulejos peña madrid,10,0,210,0.17,http://www.habitissimo.es/azulejos-pena/distribuidores/madrid,0.01,0.00,0.08,163000,"0.66,0.81,0.53,0.44,0.44,0.34,0.99,0.66,0.66,0.34,0.81,0.66",1428309334,geo,norelevant
precio reforma integral piso,8,9,210,2.56,http://www.habitissimo.es/presupuestos/reforma-integral-piso,0.01,0.02,0.76,350000,"0.28,0.10,0.18,0.18,0.28,0.67,0.67,0.67,0.82,0.54,0.99,0.67",1428145748,nogeo,relevant
barandillas de hierro,9,9,210,0.56,http://www.habitissimo.es/presupuestos/hacer-barandillas-hierro,0.01,0.00,0.54,443000,"0.81,0.81,0.65,0.54,0.81,0.65,0.81,0.81,0.81,0.54,0.99,0.81",1428160812,nogeo,norelevant
piscina de obra,8,10,210,1.38,http://www.habitissimo.es/presupuestos/construccion-piscinas,0.01,0.01,0.86,42700000,"0.44,0.44,0.67,0.67,0.99,0.99,0.44,0.23,0.23,0.13,0.36,0.36",1428814683,nogeo,norelevant
piscina de obra,9,15,210,1.38,http://precio.habitissimo.es/construccion-piscinas/madrid,0.01,0.01,0.86,42700000,"0.44,0.44,0.67,0.67,0.99,0.99,0.44,0.23,0.23,0.13,0.36,0.36",1428814683,nogeo,norelevant
aire acondicionado malaga,10,10,210,1.38,http://www.habitissimo.es/empresas/aire-acondicionado/malaga,0.01,0.01,0.73,700000,"0.54,0.67,0.67,0.82,0.99,0.54,0.44,0.36,0.28,0.36,0.36,0.44",1428615397,geo,relevant
todoplagas,10,10,210,0.00,http://www.habitissimo.es/todoplagas,0.01,0.00,0.03,14000,"0.23,0.44,0.82,0.67,0.67,0.54,0.82,0.99,0.54,0.44,0.44,0.54",1428447209,nogeo,norelevant
cristales climalit,8,8,210,0.86,http://www.habitissimo.es/presupuestos/cristales-climalit,0.01,0.00,0.50,330000,"0.81,0.65,0.81,0.54,0.65,0.54,0.81,0.81,0.81,0.99,0.99,0.99",1428333849,nogeo,norelevant
cocinas miele,9,9,210,0.55,http://www.habitissimo.es/muebles-cocina-miele_s,0.01,0.00,0.32,345000,"0.81,0.44,0.53,0.34,0.53,0.44,0.53,0.53,0.66,0.66,0.99,0.66",1428668973,nogeo,norelevant
reformas en alicante,10,10,210,1.97,http://www.habitissimo.es/empresas/reformas/alicante,0.01,0.02,0.85,1070000,"0.66,0.53,0.66,0.44,0.66,0.53,0.99,0.99,0.53,0.81,0.99,0.99",1428115342,geo,relevant
porcelanosa barcelona,9,8,210,0.00,http://www.habitissimo.es/porcelanosa/distribuidores/barcelona/barcelona,0.01,0.00,0.03,255000,"0.81,0.66,0.81,0.66,0.81,0.44,0.99,0.99,0.81,0.53,0.53,0.66",1428750547,geo,norelevant
porcelanosa barcelona,10,9,210,0.00,http://www.habitissimo.es/porcelanosa/distribuidores/barcelona,0.01,0.00,0.03,255000,"0.81,0.66,0.81,0.66,0.81,0.44,0.99,0.99,0.81,0.53,0.53,0.66",1428750547,geo,norelevant
forrar armario empotrado,9,9,210,0.71,http://www.habitissimo.es/presupuestos/forrar-armario-empotrado,0.01,0.00,0.26,30000,"0.82,0.54,0.44,0.36,0.28,0.36,0.67,0.36,0.36,0.44,0.99,0.82",1428783976,nogeo,norelevant
lacar madera,8,9,210,0.00,http://preguntas.habitissimo.es/pregunta/lacar-puertas-de-madera-y-sus-marcos,0.01,0.00,0.09,242000,"0.66,0.66,0.66,0.53,0.53,0.81,0.99,0.81,0.81,0.53,0.99,0.66",1428664476,nogeo,norelevant
gastón y daniela,9,12,210,0.39,http://www.habitissimo.es/gaston-y-daniela,0.01,0.00,0.08,444000,"0.99,0.81,0.99,0.81,0.66,0.53,0.53,0.66,0.66,0.53,0.66,0.66",1428774401,nogeo,norelevant
ali bey baricentro,8,8,210,0.04,http://www.habitissimo.es/ali-bey-barcelona,0.01,0.00,0.10,2000,"0.44,0.28,0.28,0.23,0.35,0.54,0.67,0.81,0.99,0.44,0.44,0.28",1428241316,nogeo,norelevant
empresas de limpieza en almeria,9,9,210,1.17,http://www.habitissimo.es/empresas/limpieza/almeria,0.01,0.01,0.87,711000,"0.81,0.66,0.99,0.81,0.81,0.44,0.81,0.53,0.34,0.28,0.53,0.66",1428347059,geo,norelevant
saneamientos leioa,9,10,210,0.60,http://www.habitissimo.es/saneamientos-leioa,0.01,0.00,0.04,22000,"0.99,0.65,0.81,0.65,0.65,0.54,0.65,0.65,0.81,0.54,0.81,0.99",1428165502,geo,norelevant
toldos pacheco,8,8,210,0.33,http://www.habitissimo.es/toldos-pacheco,0.01,0.00,0.18,366000,"0.66,0.81,0.99,0.99,0.81,0.53,0.66,0.53,0.44,0.22,0.34,0.53",1428252182,nogeo,relevant
reformas integrales precios,8,11,210,3.04,http://precio.habitissimo.es/reforma-integral-cocina,0.01,0.03,0.88,422000,"0.28,0.81,0.53,0.44,0.34,0.44,0.99,0.53,0.44,0.44,0.81,0.99",1428347290,nogeo,relevant
reformas integrales precios,9,0,210,3.04,http://precio.habitissimo.es/reformas-viviendas,0.01,0.03,0.88,422000,"0.28,0.81,0.53,0.44,0.34,0.44,0.99,0.53,0.44,0.44,0.81,0.99",1428347290,nogeo,relevant
tarimas flotantes leroy merlin,9,11,210,0.65,http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-tarima-flotante,0.01,0.00,0.62,6000,"0.28,0.18,0.54,0.28,0.23,0.18,0.23,0.44,0.99,0.82,0.99,0.82",1428611131,nogeo,norelevant
precios de materiales de construccion,8,8,210,0.41,http://precio.habitissimo.es/materiales-construccion,0.01,0.00,0.36,793000,"0.99,0.81,0.81,0.81,0.65,0.65,0.54,0.65,0.65,0.65,0.99,0.81",1428309347,nogeo,norelevant
muebles tifon granada,10,11,210,0.44,http://www.habitissimo.es/tifon-hipermueble-purchil,0.01,0.00,0.05,15000,"0.81,0.53,0.66,0.53,0.66,0.81,0.81,0.81,0.99,0.66,0.66,0.81",1428673352,geo,norelevant
como hacer un cubreradiador,9,9,210,0.07,http://www.habitissimo.es/ideas/como-realizar-un-cubreradiador,0.01,0.00,0.27,57000,"0.81,0.53,0.44,0.16,0.34,0.66,0.81,0.81,0.99,0.81,0.99,0.81",1428243269,nogeo,norelevant
mudanzas las naciones,8,8,210,5.92,http://www.habitissimo.es/mudanzas-las-naciones-78,0.01,0.06,0.42,249000,"0.99,0.99,0.81,0.81,0.81,0.54,0.99,0.81,0.81,0.81,0.81,0.81",1428774386,nogeo,norelevant
sistema midi,8,8,210,0.00,http://www.habitissimo.es/sistema-midi,0.01,0.00,0.00,692000,"0.99,0.65,0.99,0.65,0.65,0.54,0.65,0.81,0.81,0.65,0.54,0.81",1428174753,nogeo,norelevant
carpinteros en madrid,9,9,210,0.81,http://www.habitissimo.es/empresas/carpinteros/madrid,0.01,0.00,0.73,577000,"0.99,0.67,0.44,0.28,0.44,0.44,0.44,0.44,0.44,0.36,0.67,0.54",1428347665,geo,relevant
muebles alvarez caravaca,9,10,210,0.07,http://www.habitissimo.es/veta-muebles-caravaca,0.01,0.00,0.08,182000,"0.99,0.65,0.99,0.81,0.65,0.65,0.99,0.99,0.81,0.35,0.81,0.99",1428792731,nogeo,norelevant
pintura caucho,10,16,210,0.54,http://www.habitissimo.es/presupuestos/pintura-caucho,0.01,0.00,0.38,788000,"0.81,0.65,0.81,0.81,0.65,0.65,0.99,0.99,0.99,0.65,0.65,0.81",1428683826,nogeo,norelevant
decoracion de interiores valencia,8,5,210,0.39,http://www.habitissimo.es/empresas/diseno-de-interiores/valencia,0.01,0.00,0.43,419000,"0.05,0.08,0.12,0.15,0.54,0.36,0.36,0.99,0.66,0.28,0.12,0.24",1428736759,geo,norelevant
falso techo registrable,9,10,210,1.12,http://preguntas.habitissimo.es/pregunta/precios-falso-techo,0.01,0.01,0.35,32000,"0.99,0.81,0.81,0.65,0.65,0.42,0.54,0.65,0.99,0.81,0.99,0.81",1428619871,nogeo,norelevant
chimeneas rocal,10,10,210,0.18,http://www.habitissimo.es/chimeneas-rocal,0.01,0.00,0.47,27000,"0.53,0.34,0.44,0.34,0.28,0.28,0.53,0.81,0.81,0.81,0.99,0.81",1428659612,geo,norelevant
reformas las palmas,8,8,210,2.71,http://www.habitissimo.es/empresas/reformas/las-palmas,0.01,0.02,0.56,999000,"0.66,0.66,0.53,0.66,0.44,0.66,0.53,0.53,0.53,0.53,0.66,0.99",1428119536,geo,relevant
estanterias pladur,8,11,210,0.53,http://precio.habitissimo.es/pladur,0.01,0.00,0.28,117000,"0.99,0.65,0.65,0.54,0.65,0.65,0.65,0.99,0.81,0.99,0.99,0.99",1428236317,nogeo,norelevant
puertas jardin,10,11,210,0.33,http://www.habitissimo.es/presupuestos/puertas-jardin,0.01,0.00,0.70,21600000,"0.81,0.99,0.99,0.81,0.81,0.81,0.65,0.54,0.54,0.42,0.65,0.65",1428170214,nogeo,norelevant
reparacion electrodomesticos madrid,8,7,210,4.95,http://www.habitissimo.es/presupuestos/reparacion-electrodomesticos/madrid,0.01,0.05,0.93,401000,"0.99,0.53,0.53,0.66,0.44,0.44,0.81,0.81,0.66,0.44,0.53,0.66",1428847977,geo,relevant
reformas salamanca,9,9,210,2.17,http://www.habitissimo.es/empresas/reformas/salamanca,0.01,0.02,0.64,1170000,"0.54,0.82,0.99,0.54,0.44,0.67,0.44,0.36,0.54,0.36,0.54,0.54",1428351772,geo,relevant
muebles la fabrica girona,9,10,210,0.34,http://www.habitissimo.es/muebles-la-fabrica/distribuidores/girona,0.01,0.00,0.14,324000,"0.99,0.81,0.81,0.99,0.99,0.99,0.99,0.81,0.65,0.65,0.81,0.42",1428759187,geo,norelevant
cortinas en valencia,12,0,210,0.31,http://www.habitissimo.es/empresas/cortinas/valencia,0.00,0.00,0.59,826000,"0.67,0.82,0.44,0.44,0.36,0.23,0.36,0.44,0.54,0.44,0.36,0.99",1428741366,geo,norelevant
aki cocentaina,12,12,210,0.00,http://www.habitissimo.es/ak-cocentaina,0.00,0.00,0.02,11000,"0.66,0.53,0.44,0.66,0.66,0.53,0.53,0.66,0.66,0.99,0.99,0.66",1428515434,geo,norelevant
gas natural pamplona,12,15,210,1.31,http://www.habitissimo.es/presupuestos/gas-natural/navarra/pamplona-iruna,0.00,0.00,0.24,384000,"0.81,0.65,0.65,0.81,0.54,0.65,0.81,0.99,0.99,0.42,0.99,0.99",1428342955,geo,norelevant
mueble colonial barcelona,12,0,210,0.55,http://www.habitissimo.es/mueble-colonial-barcelona-la-exoteca,0.00,0.00,0.76,190000,"0.99,0.65,0.99,0.42,0.65,0.54,0.99,0.99,0.99,0.54,0.99,0.81",1428083885,geo,norelevant
cortinas valencia,12,12,210,0.31,http://www.habitissimo.es/empresas/cortinas/valencia,0.00,0.00,0.69,569000,"0.66,0.81,0.66,0.53,0.66,0.44,0.81,0.81,0.66,0.66,0.99,0.99",1428501812,geo,norelevant
poner pladur,12,12,210,0.64,http://www.habitissimo.es/presupuestos/colocar-pladur,0.00,0.00,0.11,317000,"0.81,0.65,0.65,0.81,0.81,0.65,0.65,0.65,0.99,0.81,0.99,0.99",1428243193,nogeo,norelevant
azulejos plaza,12,9,210,0.00,http://www.habitissimo.es/azulejos-plaza/distribuidores,0.00,0.00,0.01,588000,"0.99,0.81,0.99,0.65,0.99,0.65,0.99,0.81,0.81,0.54,0.81,0.99",1428079437,nogeo,norelevant
cocinas pino,12,11,210,0.00,http://www.habitissimo.es/muebles-cocina-pino_s,0.00,0.00,0.04,603000,"0.99,0.99,0.81,0.81,0.65,0.65,0.65,0.81,0.99,0.54,0.65,0.81",1428203659,nogeo,norelevant
ceramicas saloni,12,14,210,0.73,http://www.habitissimo.es/ceramica-saloni_s,0.00,0.00,0.06,260000,"0.99,0.81,0.81,0.81,0.65,0.42,0.99,0.81,0.65,0.54,0.65,0.99",1428560143,nogeo,norelevant
ventanas aluminio precios,12,0,210,1.12,http://precio.habitissimo.es/carpinteria-aluminio/barcelona,0.00,0.00,0.98,677000,"0.99,0.99,0.81,0.44,0.53,0.81,0.81,0.53,0.44,0.44,0.66,0.66",1428198502,nogeo,norelevant
persiana mallorquina,12,0,210,0.84,http://www.habitissimo.es/persiana-mallorquina_s,0.00,0.00,0.43,49000,"0.81,0.54,0.81,0.81,0.81,0.65,0.65,0.65,0.65,0.65,0.99,0.81",1428701930,nogeo,relevant
cesped artificial malaga,12,15,210,2.33,http://www.habitissimo.es/presupuestos/cesped-artificial/malaga,0.00,0.01,0.94,73000,"0.66,0.81,0.99,0.99,0.81,0.44,0.66,0.66,0.53,0.44,0.53,0.81",1428360558,geo,norelevant
reforma piso,12,15,210,2.64,http://preguntas.habitissimo.es/pregunta/reforma-integral-piso-de-90-metros,0.00,0.01,0.66,25700000,"0.53,0.66,0.53,0.44,0.44,0.44,0.53,0.66,0.66,0.66,0.81,0.99",1428170058,nogeo,relevant
saneamiento pereda,12,9,210,0.08,http://www.habitissimo.es/saneamientos-pereda-gijon,0.00,0.00,0.04,64000,"0.65,0.65,0.81,0.81,0.99,0.54,0.81,0.81,0.81,0.81,0.99,0.99",1428096812,nogeo,norelevant
reformas en murcia,12,12,210,2.54,http://www.habitissimo.es/empresas/reformas/murcia,0.00,0.01,0.89,1110000,"0.44,0.36,0.36,0.28,0.28,0.36,0.54,0.99,0.67,0.67,0.36,0.54",1428240682,geo,relevant
cortinas habitacion juvenil,12,10,210,0.49,http://fotos.habitissimo.es/foto/cortinas-y-estor-para-dormitorio-juvenil_173154,0.00,0.00,0.44,160000,"0.34,0.53,0.66,0.53,0.53,0.66,0.81,0.66,0.66,0.53,0.99,0.99",1428174563,nogeo,norelevant
porcelanosa malaga,12,12,210,1.94,http://www.habitissimo.es/porcelanosa/distribuidores/malaga,0.00,0.00,0.13,59000,"0.99,0.65,0.65,0.65,0.81,0.65,0.99,0.99,0.54,0.65,0.65,0.99",1428692978,geo,norelevant
la oca pamplona,12,12,210,0.00,http://www.habitissimo.es/la-oca-12,0.00,0.00,0.02,366000,"0.36,0.28,0.36,0.28,0.36,0.82,0.82,0.99,0.54,0.44,0.44,0.28",1428183294,geo,norelevant
reparar parquet,12,13,210,1.48,http://www.habitissimo.es/presupuestos/reparar-parquet/barcelona,0.00,0.00,0.53,297000,"0.81,0.53,0.81,0.66,0.53,0.81,0.66,0.66,0.81,0.66,0.99,0.81",1428309569,nogeo,relevant
rejas para puertas,12,9,210,1.13,http://www.habitissimo.es/presupuestos/tarragona/miami-platja/rejas-para-puertas-y-ventanas-3,0.00,0.00,0.78,629000,"0.66,0.66,0.66,0.81,0.53,0.53,0.66,0.66,0.66,0.66,0.81,0.99",1428615427,nogeo,norelevant
piscinas jerez,12,11,210,0.00,http://www.habitissimo.es/presupuestos/construccion-piscinas/cadiz/jerez-de-la-frontera,0.00,0.00,0.15,413000,"0.10,0.12,0.24,0.82,0.99,0.82,0.24,0.10,0.10,0.10,0.07,0.10",1428500189,nogeo,norelevant
mitsubishi valencia,12,12,210,0.61,http://www.habitissimo.es/mitsubishi-electric/distribuidores/valencia,0.00,0.00,0.35,815000,"0.81,0.65,0.65,0.65,0.81,0.65,0.99,0.81,0.99,0.81,0.99,0.99",1428309860,geo,norelevant
proyectado de poliuretano,12,12,210,0.60,http://www.habitissimo.es/presupuestos/poliuretano-proyectado/madrid,0.00,0.00,0.65,370000,"0.10,0.36,0.54,0.67,0.54,0.44,0.54,0.54,0.82,0.99,0.82,0.67",1428477579,nogeo,norelevant
puertas chimeneas,12,12,210,0.32,http://www.habitissimo.es/presupuestos/puertas-chimenea,0.00,0.00,0.91,864000,"0.28,0.15,0.10,0.10,0.10,0.15,0.35,0.54,0.99,0.99,0.67,0.44",1428141368,nogeo,norelevant
servicio domestico sevilla,12,11,210,1.90,http://www.habitissimo.es/empresas/servicio-domestico/sevilla,0.00,0.00,0.89,405000,"0.36,0.23,0.36,0.36,0.36,0.54,0.99,0.99,0.36,0.18,0.54,0.54",1428101962,geo,norelevant
rotulos online,12,11,210,0.79,http://www.habitissimo.es/presupuestos/rotulos,0.00,0.00,0.85,575000,"0.66,0.81,0.66,0.44,0.53,0.53,0.66,0.66,0.66,0.66,0.66,0.99",1428496017,nogeo,norelevant
piscinas malaga,12,12,210,1.07,http://precio.habitissimo.es/construccion-piscinas/malaga,0.00,0.00,0.78,625000,"0.81,0.66,0.81,0.81,0.99,0.81,0.81,0.44,0.34,0.28,0.44,0.34",1428486580,geo,norelevant
precio chapa galvanizada,12,12,210,0.32,http://www.habitissimo.es/presupuestos/chapa-galvanizada/malaga,0.00,0.00,0.49,397000,"0.53,0.66,0.66,0.81,0.66,0.66,0.53,0.53,0.66,0.66,0.99,0.81",1427742701,nogeo,norelevant
pladur barcelona,12,0,210,0.98,http://www.habitissimo.es/empresas/pladur/barcelona,0.00,0.00,0.54,473000,"0.44,0.35,0.28,0.35,0.44,0.28,0.35,0.67,0.44,0.28,0.99,0.67",1428672822,geo,norelevant
persianas badajoz,12,0,210,0.30,http://www.habitissimo.es/presupuestos/persianas/badajoz,0.00,0.00,0.14,452000,"0.66,0.66,0.81,0.81,0.99,0.66,0.66,0.66,0.53,0.44,0.66,0.44",1428759223,geo,relevant
empresas de limpieza valencia,12,13,210,1.69,http://www.habitissimo.es/empresas/limpieza/valencia,0.00,0.00,0.93,917000,"0.35,0.44,0.44,0.44,0.35,0.19,0.54,0.54,0.99,0.44,0.44,0.44",1428847866,geo,norelevant
cambiar plato de ducha,13,13,210,2.21,http://preguntas.habitissimo.es/pregunta/mano-de-obra-cambio-plato-de-ducha-quitar-y-mampara,0.00,0.00,0.91,460000,"0.81,0.65,0.54,0.65,0.65,0.65,0.81,0.99,0.99,0.81,0.81,0.99",1428296273,nogeo,norelevant
casas prefabricadas coruña,13,13,210,0.15,http://www.habitissimo.es/empresas/construccion-casas-prefabricadas/a-coruna,0.00,0.00,0.77,659000,"0.34,0.53,0.53,0.81,0.99,0.81,0.34,0.66,0.53,0.44,0.99,0.81",1428745802,geo,norelevant
sigma cr 2000,13,13,210,0.02,http://www.habitissimo.es/presupuestos/guadalajara/torrejon-del-rey/programar-caja-registradora-sigma-cr-2000,0.00,0.00,0.06,1650000,"0.66,0.81,0.53,0.53,0.66,0.53,0.44,0.66,0.66,0.66,0.66,0.99",1428137111,nogeo,norelevant
ventanas aluminio precios,13,12,210,1.12,http://precio.habitissimo.es/carpinteria-aluminio/madrid,0.00,0.00,0.98,677000,"0.99,0.99,0.81,0.44,0.53,0.81,0.81,0.53,0.44,0.44,0.66,0.66",1428198502,nogeo,norelevant
el universo del hogar catalogo,13,12,210,0.20,http://www.habitissimo.es/el-universo-del-hogar,0.00,0.00,0.10,206000,"0.53,0.28,0.81,0.99,0.66,0.34,0.44,0.81,0.81,0.34,0.53,0.66",1428156855,nogeo,norelevant
reforma piso,13,16,210,2.64,http://www.habitissimo.es/presupuestos/reforma-piso-completo,0.00,0.00,0.66,25700000,"0.53,0.66,0.53,0.44,0.44,0.44,0.53,0.66,0.66,0.66,0.81,0.99",1428170058,nogeo,relevant
poner cesped artificial,13,13,210,1.85,http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-cesped-artificial,0.00,0.00,0.84,69000,"0.67,0.99,0.99,0.99,0.99,0.54,0.36,0.36,0.18,0.18,0.23,0.36",1428469015,nogeo,norelevant
guardamuebles sevilla,13,13,210,3.63,http://precio.habitissimo.es/guardamuebles/sevilla,0.00,0.01,0.92,404000,"0.65,0.99,0.81,0.99,0.81,0.65,0.81,0.81,0.81,0.65,0.54,0.54",1428823084,geo,norelevant
