Keyword,Position,Previous Position,Search Volume,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp,geo
precio de toldos,5,5,110,0.67,http://precio.habitissimo.es/toldos,0.00,0.00,1.00,964000,"0.82,0.99,0.99,0.99,0.82,0.82,0.82,0.28,0.41,0.24,0.53,0.53",1428314022,nogeo
caseta de aperos,6,16,110,0.31,http://www.habitissimo.es/presupuestos/construir-casa-de-aperos,0.00,0.00,0.32,194000,"0.79,0.79,0.99,0.79,0.79,0.79,0.64,0.99,0.64,0.64,0.99,0.79",1428646404,nogeo
pergolas barcelona,6,8,110,1.23,http://www.habitissimo.es/empresas/pergolas/barcelona,0.00,0.01,0.82,311000,"0.99,0.99,0.65,0.54,0.42,0.27,0.27,0.35,0.27,0.15,0.35,0.35",1428203629,geo
suelos microcemento,5,5,110,1.70,http://precio.habitissimo.es/microcemento,0.00,0.01,0.85,213000,"0.99,0.64,0.64,0.64,0.79,0.64,0.79,0.99,0.79,0.79,0.99,0.99",1428491329,nogeo
tejado sandwich,5,5,110,1.01,http://www.habitissimo.es/presupuestos/instalar-panel-sandwich-tejado,0.00,0.00,0.66,135000,"0.50,0.50,0.64,0.64,0.99,0.50,0.50,0.99,0.79,0.99,0.99,0.99",1428141129,nogeo
precios mudanzas,5,6,110,3.68,http://precio.habitissimo.es/mudanzas-viviendas,0.00,0.03,0.95,975000,"0.82,0.82,0.99,0.99,0.99,0.82,0.99,0.99,0.99,0.99,0.99,0.99",1428629679,nogeo
precios mudanzas,6,7,110,3.68,http://precio.habitissimo.es/mudanzas-viviendas/madrid,0.00,0.03,0.95,975000,"0.82,0.82,0.99,0.99,0.99,0.82,0.99,0.99,0.99,0.99,0.99,0.99",1428629679,nogeo
aire acondicionado tenerife,6,6,110,1.47,http://www.habitissimo.es/empresas/aire-acondicionado/santa-cruz-de-tenerife,0.00,0.01,0.51,18300000,"0.35,0.35,0.54,0.42,0.42,0.42,0.35,0.35,0.42,0.54,0.99,0.42",1428792437,geo
tejados de uralita,6,5,110,1.04,http://www.habitissimo.es/presupuestos/retirar-tejados-fibrocemento-uralita,0.00,0.00,0.92,160000,"0.99,0.81,0.67,0.43,0.33,0.33,0.43,0.43,0.43,0.24,0.67,0.81",1428289853,nogeo
alisado de paredes,5,5,110,0.82,http://preguntas.habitissimo.es/pregunta/cuanto-cuesta-alisar-paredes,0.00,0.00,0.46,443000,"0.64,0.50,0.50,0.79,0.64,0.64,0.99,0.79,0.79,0.64,0.79,0.79",1428433484,nogeo
cambiar puertas,5,5,110,0.56,http://www.habitissimo.es/presupuestos/cambiar-puertas-interior,0.00,0.00,0.56,19800000,"0.53,0.53,0.53,0.53,0.53,0.53,0.65,0.53,0.41,0.41,0.99,0.99",1428274639,nogeo
filtraciones de agua,5,7,110,2.40,http://preguntas.habitissimo.es/pregunta/soluciones-para-filtraciones-de-agua-en-la-azotea,0.00,0.02,0.88,770000,"0.28,0.41,0.41,0.41,0.53,0.41,0.65,0.82,0.99,0.99,0.99,0.99",1428641293,nogeo
interioristas valencia,5,5,110,0.69,http://www.habitissimo.es/empresas/interioristas/valencia,0.00,0.00,0.81,95000,"0.79,0.99,0.99,0.99,0.79,0.50,0.64,0.79,0.79,0.99,0.50,0.64",1428114890,geo
reformas de cocinas en barcelona,5,6,110,2.91,http://precio.habitissimo.es/reformas-cocinas/barcelona,0.00,0.02,0.65,723000,"0.52,0.33,0.33,0.99,0.67,0.43,0.67,0.52,0.43,0.24,0.33,0.99",1428395533,geo
trabajos verticales malaga,6,6,110,1.83,http://www.habitissimo.es/empresas/trabajos-verticales/malaga,0.00,0.01,0.87,94000,"0.43,0.99,0.43,0.33,0.52,0.24,0.43,0.33,0.67,0.52,0.67,0.99",1428602214,geo
atocha calefaccion,5,5,110,0.00,http://www.habitissimo.es/atocha-calefaccion,0.00,0.00,0.20,80000,"0.52,0.33,0.43,0.24,0.24,0.24,0.43,0.67,0.67,0.81,0.81,0.99",1428334112,nogeo
sube interiorismo,5,5,110,1.24,http://www.habitissimo.es/sube-interiorismo-www-subeinteriorismo-com,0.00,0.01,0.10,338000,"0.81,0.43,0.52,0.33,0.43,0.24,0.43,0.67,0.52,0.43,0.43,0.99",1428361250,nogeo
todolavabos,6,4,110,0.00,http://www.habitissimo.es/todo-lavabos,0.00,0.00,0.10,1000,"0.82,0.99,0.82,0.65,0.65,0.53,0.65,0.53,0.65,0.28,0.53,0.53",1428150019,nogeo
techos desmontables precios,6,7,110,0.71,http://www.habitissimo.es/presupuestos/colocar-techo-desmontable,0.00,0.00,0.73,186000,"0.82,0.28,0.53,0.53,0.53,0.53,0.41,0.41,0.65,0.82,0.99,0.82",1428664305,nogeo
pereda oviedo,5,5,110,1.77,http://www.habitissimo.es/saneamientos-pereda-pruvia,0.00,0.01,0.01,337000,"0.50,0.36,0.79,0.50,0.64,0.79,0.79,0.99,0.79,0.79,0.99,0.99",1428606083,geo
pereda oviedo,6,6,110,1.77,http://www.habitissimo.es/saneamientos-pereda-oviedo,0.00,0.01,0.01,337000,"0.50,0.36,0.79,0.50,0.64,0.79,0.79,0.99,0.79,0.79,0.99,0.99",1428606083,geo
toldos mare nostrum,5,5,110,1.76,http://www.habitissimo.es/toldos-mare-nostrum,0.00,0.01,0.09,14000,"0.82,0.99,0.82,0.99,0.99,0.53,0.99,0.65,0.53,0.41,0.53,0.53",1428360537,nogeo
construye tu casa,6,7,110,0.52,http://www.habitissimo.es/ideas/10-pasos-para-construir-tu-casa-ideal,0.00,0.00,0.70,1250000,"0.65,0.41,0.53,0.65,0.53,0.82,0.65,0.53,0.65,0.65,0.99,0.99",1428606598,nogeo
massive iluminacion,5,6,110,0.22,http://www.habitissimo.es/massive/catalogos,0.00,0.00,0.48,116000,"0.99,0.79,0.99,0.64,0.79,0.50,0.64,0.79,0.79,0.50,0.64,0.50",1428327234,nogeo
cerrar una terraza,5,5,110,1.18,http://www.habitissimo.es/presupuestos/cerrar-terraza-atico,0.00,0.01,0.68,17600000,"0.82,0.41,0.53,0.53,0.53,0.41,0.53,0.65,0.82,0.65,0.99,0.82",1428511488,geo
armarios a medida online,6,8,110,0.64,http://www.habitissimo.es/presupuestos/hacer-armario-a-medida/zaragoza,0.00,0.00,1.00,562000,"0.53,0.99,0.99,0.41,0.53,0.53,0.82,0.53,0.65,0.41,0.53,0.65",1428300127,nogeo
armarios a medida online,5,6,110,0.64,http://www.habitissimo.es/presupuestos/hacer-armario-a-medida,0.00,0.00,1.00,562000,"0.53,0.99,0.99,0.41,0.53,0.53,0.82,0.53,0.65,0.41,0.53,0.65",1428300127,nogeo
fontaneros murcia,6,6,110,4.12,http://www.habitissimo.es/empresas/fontaneros/murcia,0.00,0.03,0.95,498000,"0.99,0.36,0.36,0.64,0.79,0.64,0.64,0.64,0.79,0.64,0.99,0.99",1428223056,geo
marcas de cunas,5,3,110,0.18,http://www.habitissimo.es/marcas/cunas,0.00,0.00,0.63,1190000,"0.99,0.43,0.43,0.43,0.33,0.33,0.43,0.52,0.43,0.43,0.52,0.52",1428836830,nogeo
miro diagonal mar,5,5,110,0.07,http://www.habitissimo.es/miro-centro-comercial-diagonal-mar,0.00,0.00,0.13,60000,"0.65,0.53,0.65,0.41,0.65,0.41,0.53,0.41,0.53,0.82,0.99,0.53",1428150601,nogeo
empresas de reformas en barcelona,5,3,110,4.36,http://www.habitissimo.es/empresas/reformas/barcelona,0.00,0.03,0.90,4920000,"0.52,0.52,0.81,0.43,0.67,0.33,0.43,0.67,0.81,0.52,0.67,0.99",1428701777,geo
casas prefabricadas en cantabria,6,6,110,0.37,http://www.habitissimo.es/presupuestos/construccion-casas-prefabricadas/cantabria,0.00,0.00,0.76,669000,"0.28,0.53,0.41,0.65,0.65,0.99,0.82,0.53,0.65,0.28,0.65,0.82",1428188000,geo
transporte muebles,5,5,110,2.20,http://www.habitissimo.es/presupuestos/transporte-muebles,0.00,0.01,0.87,25100000,"0.53,0.53,0.53,0.53,0.65,0.65,0.82,0.99,0.82,0.82,0.65,0.82",1428473305,nogeo
calefaccion geotermica precio,6,6,110,0.93,http://www.habitissimo.es/presupuestos/instalar-calefaccion-geotermica,0.00,0.00,0.79,82000,"0.52,0.10,0.10,0.19,0.24,0.43,0.33,0.52,0.99,0.81,0.99,0.67",1428560091,nogeo
portones de garaje,6,6,110,0.50,http://fotos.habitissimo.es/puertas-garaje,0.00,0.00,0.80,526000,"0.64,0.64,0.79,0.64,0.99,0.79,0.79,0.79,0.50,0.50,0.64,0.79",1428083927,nogeo
contraventanas aluminio,5,5,110,0.88,http://www.habitissimo.es/presupuestos/contraventanas,0.00,0.00,0.72,234000,"0.99,0.82,0.41,0.82,0.82,0.99,0.65,0.18,0.24,0.28,0.65,0.53",1428131927,nogeo
radiadores valladolid,6,5,110,0.52,http://www.habitissimo.es/empresas/radiadores/valladolid,0.00,0.00,0.25,469000,"0.79,0.79,0.79,0.79,0.99,0.50,0.79,0.64,0.64,0.64,0.99,0.64",1428759118,geo
mudanzas corona,5,4,110,4.34,http://www.habitissimo.es/mudanzas-corona,0.00,0.03,0.71,360000,"0.82,0.65,0.82,0.99,0.82,0.41,0.41,0.65,0.82,0.82,0.99,0.65",1428289900,nogeo
precio instalacion electrica,5,6,110,2.57,http://www.habitissimo.es/presupuestos/instalacion-electrica,0.00,0.02,0.46,731000,"0.41,0.41,0.41,0.41,0.41,0.28,0.65,0.53,0.99,0.82,0.99,0.99",1428533580,nogeo
luvipol,6,6,110,0.00,http://www.habitissimo.es/luvipol,0.00,0.00,0.09,33000,"0.99,0.53,0.82,0.65,0.65,0.53,0.65,0.99,0.65,0.65,0.82,0.65",1428645960,nogeo
presupuestos cocinas,6,6,110,1.55,http://www.habitissimo.es/presupuestos/cocina,0.00,0.01,0.92,694000,"0.99,0.99,0.99,0.79,0.79,0.64,0.64,0.79,0.79,0.64,0.99,0.99",1428161167,nogeo
toldos getafe,5,3,110,1.53,http://www.habitissimo.es/presupuestos/toldos/madrid/getafe,0.00,0.01,0.60,154000,"0.54,0.65,0.99,0.99,0.65,0.27,0.35,0.27,0.19,0.19,0.27,0.35",1428721879,geo
contraventanas pvc,6,8,110,0.66,http://www.habitissimo.es/presupuestos/contraventanas,0.00,0.00,0.61,123000,"0.82,0.99,0.41,0.41,0.65,0.53,0.82,0.99,0.82,0.41,0.28,0.65",1428416081,nogeo
empresas de limpieza en fuengirola,6,5,110,0.81,http://www.habitissimo.es/empresas/limpieza/malaga/fuengirola,0.00,0.00,0.83,278000,"0.07,0.04,0.06,0.04,0.03,0.04,0.04,0.07,0.99,0.19,0.24,0.04",1428123550,geo
excelsior ascensores,6,6,110,1.40,http://www.habitissimo.es/grupoexcelsior,0.00,0.01,0.61,37000,"0.99,0.99,0.99,0.99,0.64,0.28,0.79,0.99,0.99,0.99,0.99,0.99",1428227754,nogeo
placas solares malaga,6,7,110,1.55,http://www.habitissimo.es/empresas/placas-solares/malaga,0.00,0.01,0.94,255000,"0.52,0.99,0.67,0.43,0.52,0.24,0.33,0.33,0.33,0.33,0.43,0.52",1428769921,geo
canovas electrodomesticos murcia,5,5,110,0.06,http://www.habitissimo.es/canovas-electrodomesticos-alhama,0.00,0.00,0.21,22000,"0.28,0.53,0.28,0.06,0.66,0.53,0.16,0.28,0.12,0.34,0.99,0.44",1428227537,geo
canovas electrodomesticos murcia,6,6,110,0.06,http://www.habitissimo.es/canovas-electrodomesticos-lorca,0.00,0.00,0.21,22000,"0.28,0.53,0.28,0.06,0.66,0.53,0.16,0.28,0.12,0.34,0.99,0.44",1428227537,geo
armarios a medida sevilla,5,4,110,0.97,http://www.habitissimo.es/presupuestos/hacer-armario-a-medida/sevilla,0.00,0.00,0.85,457000,"0.41,0.53,0.65,0.53,0.65,0.53,0.99,0.82,0.65,0.53,0.82,0.82",1428145744,geo
reparacion lavadoras barcelona,5,5,110,3.51,http://www.habitissimo.es/presupuestos/reparacion-electrodomesticos/barcelona,0.00,0.03,0.71,361000,"0.43,0.43,0.24,0.24,0.43,0.43,0.67,0.52,0.52,0.99,0.67,0.43",1428845759,geo
muebles a medida zaragoza,5,5,110,0.41,http://www.habitissimo.es/presupuestos/hacer-mueble-a-medida/zaragoza,0.00,0.00,0.65,603000,"0.99,0.79,0.99,0.36,0.64,0.64,0.79,0.79,0.64,0.50,0.50,0.64",1428697760,geo
pergola terraza,6,6,110,1.39,http://www.habitissimo.es/presupuestos/pergola-terraza,0.00,0.01,0.77,380000,"0.65,0.99,0.99,0.82,0.82,0.53,0.53,0.41,0.53,0.24,0.53,0.65",1428447229,nogeo
precio acuchillar y barnizar parquet,6,6,110,2.29,http://www.habitissimo.es/presupuestos/acuchillado-parquet,0.00,0.02,0.53,27000,"0.43,0.33,0.99,0.43,0.24,0.43,0.67,0.67,0.52,0.52,0.52,0.33",1428737162,nogeo
cubrir terraza,5,5,110,1.79,http://www.habitissimo.es/presupuestos/cubrir-terraza,0.00,0.01,0.70,476000,"0.99,0.53,0.65,0.65,0.65,0.53,0.82,0.65,0.99,0.53,0.82,0.65",1428650693,nogeo
ite palma,6,5,110,1.93,http://www.habitissimo.es/empresas/inspeccion-tecnica-edificios-ite/illes-balears/palma-de-mallorca,0.00,0.01,0.67,358000,"0.79,0.50,0.99,0.99,0.79,0.64,0.64,0.79,0.99,0.99,0.64,0.79",1428247826,geo
mudanzas martinez,6,6,110,2.10,http://www.habitissimo.es/mudanzas-martinez-36,0.00,0.01,0.76,393000,"0.64,0.79,0.79,0.79,0.99,0.79,0.79,0.79,0.64,0.64,0.79,0.50",1428270186,geo
arquitectos en zaragoza,6,8,110,0.92,http://www.habitissimo.es/empresas/arquitectos/zaragoza,0.00,0.00,0.16,844000,"0.12,0.16,0.16,0.66,0.28,0.09,0.12,0.12,0.28,0.12,0.99,0.99",1428360519,geo
porcelanosa zaragoza,6,6,110,0.00,http://www.habitissimo.es/porcelanosa-zaragoza-c-autovia-de-logrono,0.00,0.00,0.01,90000,"0.99,0.65,0.53,0.65,0.65,0.41,0.82,0.65,0.65,0.53,0.82,0.82",1428338551,geo
roca valencia,5,5,110,0.24,http://www.habitissimo.es/roca/distribuidores/valencia,0.00,0.00,0.04,17000000,"0.99,0.79,0.99,0.79,0.79,0.50,0.99,0.79,0.79,0.64,0.79,0.64",1428156567,geo
roca valencia,6,6,110,0.24,http://www.habitissimo.es/roca/distribuidores/valencia/valencia,0.00,0.00,0.04,17000000,"0.99,0.79,0.99,0.79,0.79,0.50,0.99,0.79,0.79,0.64,0.79,0.64",1428156567,geo
limpieza de pisos,6,0,110,1.45,http://www.habitissimo.es/presupuestos/limpieza-piso/madrid,0.00,0.01,0.85,16700000,"0.79,0.79,0.64,0.64,0.79,0.99,0.79,0.79,0.64,0.79,0.79,0.79",1428265106,nogeo
hormigon impreso valladolid,5,5,110,1.75,http://www.habitissimo.es/presupuestos/poner-hormigon-impreso/valladolid,0.00,0.01,0.76,59000,"0.42,0.99,0.99,0.54,0.54,0.27,0.35,0.42,0.27,0.15,0.35,0.27",1428674660,geo
hormigon impreso valladolid,6,6,110,1.75,http://www.habitissimo.es/presupuestos/hormigon-impreso/valladolid,0.00,0.01,0.76,59000,"0.42,0.99,0.99,0.54,0.54,0.27,0.35,0.42,0.27,0.15,0.35,0.27",1428674660,geo
saneamientos pereda pruvia,6,6,110,0.00,http://www.habitissimo.es/saneamientos-pereda-pruvia,0.00,0.00,0.03,0,"0.65,0.65,0.28,0.28,0.41,0.28,0.82,0.82,0.99,0.53,0.53,0.82",1428533820,nogeo
chimenea de obra,6,7,110,0.11,http://www.habitissimo.es/presupuestos/chimenea-obra,0.00,0.00,0.34,14500000,"0.43,0.33,0.33,0.33,0.24,0.43,0.52,0.52,0.81,0.99,0.99,0.81",1428079290,nogeo
precios de armarios empotrados,5,5,110,0.62,http://precio.habitissimo.es/armarios,0.00,0.00,0.85,987000,"0.99,0.79,0.79,0.79,0.50,0.64,0.99,0.99,0.99,0.79,0.99,0.99",1428127304,nogeo
presupuestos gratis,5,6,110,1.31,http://www.habitissimo.es/presupuestos/reformas,0.00,0.01,0.73,1710000,"0.52,0.81,0.99,0.81,0.43,0.33,0.52,0.52,0.43,0.43,0.33,0.43",1428759819,nogeo
piscinas barcelona,13,14,590,1.31,http://precio.habitissimo.es/construccion-piscinas/barcelona,0.00,0.01,0.82,5700000,"0.20,0.24,0.30,0.62,0.99,0.81,0.37,0.24,0.20,0.16,0.24,0.24",1428486751,geo
aire acondicionado precios,13,10,590,0.68,http://precio.habitissimo.es/aire-acondicionado,0.00,0.00,0.98,71100000,"0.30,0.37,0.68,0.99,0.68,0.45,0.37,0.25,0.25,0.20,0.25,0.30",1428351818,nogeo
sumobel malaga,13,0,590,0.12,http://fotos.habitissimo.es/foto/sumobel-140151_140151,0.00,0.00,0.11,6000,"0.67,0.44,0.24,0.44,0.99,0.99,0.99,0.36,0.67,0.67,0.55,0.30",1428241198,geo
tiendas mi casa,13,12,590,0.00,http://www.habitissimo.es/mi-casa-cosas-de-casa,0.00,0.00,0.03,1490000,"0.82,0.67,0.67,0.54,0.67,0.82,0.82,0.82,0.82,0.99,0.99,0.82",1428351831,nogeo
toldos valencia,13,13,590,0.49,http://www.habitissimo.es/empresas/toldos/valencia,0.00,0.00,0.72,578000,"0.59,0.88,0.99,0.88,0.88,0.48,0.59,0.39,0.32,0.26,0.39,0.72",1428127656,geo
reformas en barcelona,13,11,590,4.17,http://www.habitissimo.es/presupuestos/reformas/barcelona,0.00,0.03,0.79,15200000,"0.82,0.82,0.99,0.67,0.67,0.44,0.67,0.99,0.82,0.67,0.67,0.55",1428183222,geo
brico online,13,11,590,0.07,http://www.habitissimo.es/brico-online-es,0.00,0.00,0.02,504000,"0.82,0.67,0.82,0.82,0.82,0.67,0.67,0.99,0.82,0.82,0.67,0.54",1428577872,nogeo
reformar piso madrid,2,2,40,3.28,http://precio.habitissimo.es/reformas-viviendas/madrid,0.00,0.02,0.90,677000,"0.56,0.56,0.56,0.43,0.28,0.43,0.71,0.71,0.43,0.56,0.99,0.56",1428227486,geo
diseño de interiores fotos,2,2,40,0.41,http://fotos.habitissimo.es/diseno-de-interiores,0.00,0.00,0.35,1290000,"0.99,0.80,0.80,0.40,0.40,0.60,0.80,0.40,0.99,0.40,0.99,0.80",1428088069,nogeo
chimeneas decoradas,2,4,40,0.00,http://fotos.habitissimo.es/chimeneas,0.00,0.00,0.19,703000,"0.56,0.56,0.43,0.43,0.43,0.56,0.71,0.56,0.99,0.71,0.71,0.56",1428442779,geo
instalar chimenea en casa,2,1,40,0.00,http://preguntas.habitissimo.es/pregunta/quiero-instalar-una-chimenea-en-mi-casa-pero-no-tengo-salida-de-humo,0.00,0.00,0.23,505000,"0.09,0.18,0.09,0.09,0.09,0.27,0.27,0.45,0.45,0.99,0.99,0.45",1428400530,nogeo
cine en casa,17,15,1300,0.10,http://www.habitissimo.es/ideas/12-cines-alucinantes-para-tener-en-casa,0.00,0.00,0.10,15400000,"0.99,0.84,0.68,0.53,0.53,0.68,0.68,0.68,0.84,0.84,0.84,0.68",1428495586,nogeo
reforma local comercial,2,0,40,4.72,http://precio.habitissimo.es/reformas-locales-comerciales/madrid,0.00,0.03,0.70,510000,"0.22,0.33,0.33,0.22,0.99,0.22,0.33,0.44,0.33,0.56,0.56,0.78",1428231679,nogeo
celemin real estate,2,4,40,0.00,http://www.habitissimo.es/celemin-real-estate,0.00,0.00,0.05,7000,"0.60,0.40,0.80,0.80,0.80,0.99,0.60,0.60,0.60,0.60,0.60,0.80",1428083329,geo
empresa de aire acondicionado,2,2,40,1.32,http://www.habitissimo.es/empresas/aire-acondicionado,0.00,0.01,0.82,11100000,"0.99,0.60,0.80,0.99,0.99,0.40,0.99,0.80,0.40,0.40,0.60,0.99",1428529239,nogeo
diseño de interiores alicante,2,2,40,0.70,http://www.habitissimo.es/empresas/diseno-de-interiores/alicante,0.00,0.00,0.49,504000,"0.56,0.43,0.99,0.56,0.56,0.14,0.71,0.43,0.28,0.28,0.28,0.71",1428223096,geo
microcemento suelo,2,2,40,1.42,http://precio.habitissimo.es/microcemento,0.00,0.01,0.83,144000,"0.80,0.60,0.60,0.60,0.60,0.80,0.80,0.60,0.80,0.80,0.99,0.60",1428770372,nogeo
azulejos celestino viejo,2,2,40,0.01,http://www.habitissimo.es/azulejos-celestino-viejo,0.00,0.00,0.11,23000,"0.56,0.56,0.56,0.14,0.28,0.43,0.56,0.43,0.28,0.56,0.56,0.99",1428759682,nogeo
limpieza de pisos barcelona,2,2,40,1.35,http://www.habitissimo.es/presupuestos/limpieza-piso/barcelona,0.00,0.01,0.80,767000,"0.43,0.43,0.71,0.43,0.71,0.43,0.28,0.28,0.43,0.43,0.56,0.99",1428568296,geo
baños precios,2,2,40,0.43,http://precio.habitissimo.es/reformas-banos,0.00,0.00,1.00,44400000,"0.99,0.60,0.60,0.80,0.60,0.60,0.80,0.40,0.40,0.60,0.99,0.99",1428409200,nogeo
presupuesto pintores madrid,2,1,40,3.11,http://www.habitissimo.es/presupuestos/pintores/madrid,0.00,0.02,0.53,422000,"0.41,0.18,0.12,0.12,0.53,0.06,0.12,0.06,0.06,0.06,0.12,0.99",1428586885,geo
soporte tv pladur,2,3,40,0.61,http://preguntas.habitissimo.es/pregunta/quiero-colgar-una-television-en-una-pared-de-pladur,0.00,0.00,0.42,29000,"0.56,0.43,0.56,0.28,0.28,0.43,0.99,0.71,0.56,0.56,0.71,0.56",1428765439,nogeo
fotos de estufas de leña,2,3,40,0.19,http://fotos.habitissimo.es/chimeneas,0.00,0.00,0.56,508000,"0.33,0.11,0.22,0.11,0.11,0.11,0.44,0.44,0.99,0.99,0.99,0.78",1428165197,nogeo
ventanas de aluminio y pvc,2,8,40,0.78,http://preguntas.habitissimo.es/pregunta/cambiar-ventanas-por-aluminio-o-pvc,0.00,0.00,0.84,662000,"0.43,0.28,0.56,0.28,0.28,0.56,0.99,0.43,0.71,0.43,0.43,0.71",1428759944,nogeo
cuanto cuesta tapizar una butaca,2,4,40,0.62,http://precio.habitissimo.es/tapiceros,0.00,0.00,0.28,19000,"0.71,0.28,0.56,0.43,0.43,0.56,0.71,0.71,0.99,0.56,0.71,0.99",1428732857,nogeo
armarios empotrados fotos,2,2,40,0.46,http://fotos.habitissimo.es/armarios-empotrados,0.00,0.00,0.34,6600000,"0.43,0.43,0.56,0.43,0.43,0.28,0.56,0.28,0.56,0.28,0.99,0.71",1428654877,nogeo
precio quitar gotele m2,2,2,40,1.23,http://preguntas.habitissimo.es/pregunta/buenas-cuanto-cuesta-pintar-un-piso-de-90-metros-haciendo-paredes-lisas-actuslmente-estan-con-gotele,0.00,0.01,0.52,42000,"0.33,0.22,0.33,0.22,0.33,0.33,0.33,0.22,0.56,0.78,0.99,0.56",1428183831,nogeo
suelos de tarima flotante precios,2,3,40,1.06,http://preguntas.habitissimo.es/pregunta/cuanto-costaria-poner-tarima-flotante,0.00,0.00,0.82,208000,"0.14,0.14,0.14,0.21,0.28,0.36,0.14,0.14,0.21,0.07,0.64,0.99",1428314186,nogeo
ideas reformas,2,3,40,1.33,http://fotos.habitissimo.es/reformas-viviendas,0.00,0.01,0.24,19200000,"0.18,0.18,0.18,0.36,0.36,0.27,0.18,0.82,0.99,0.18,0.36,0.36",1428241350,nogeo
construccion de casas prefabricadas,2,3,40,0.38,http://precio.habitissimo.es/construccion-casas-prefabricadas,0.00,0.00,0.86,530000,"0.56,0.28,0.56,0.56,0.71,0.71,0.43,0.99,0.71,0.71,0.71,0.56",1428701633,nogeo
precio construir chalet,2,0,40,0.59,http://www.habitissimo.es/presupuestos/valencia/monserrat/hacerme-un-chalet-nuevo,0.00,0.00,0.62,427000,"0.60,0.80,0.80,0.60,0.80,0.60,0.80,0.99,0.80,0.60,0.80,0.60",1428386501,nogeo
armarios empotrados rusticos,2,1,40,1.45,http://fotos.habitissimo.es/armarios-y-vestidores/rustico,0.00,0.01,0.34,59000,"0.56,0.43,0.43,0.43,0.43,0.71,0.99,0.43,0.71,0.28,0.71,0.71",1428290117,nogeo
trabajos en pladur,2,4,40,0.02,http://preguntas.habitissimo.es/pregunta/orientacion-precios-trabajos-de-pladur,0.00,0.00,0.25,446000,"0.99,0.80,0.60,0.40,0.60,0.60,0.99,0.80,0.80,0.80,0.99,0.60",1428610689,nogeo
precio carpinteria aluminio,2,2,40,2.04,http://precio.habitissimo.es/carpinteria-aluminio,0.00,0.01,0.92,515000,"0.60,0.80,0.60,0.60,0.80,0.80,0.60,0.80,0.80,0.80,0.99,0.60",1428548323,nogeo
marcas cocinas,2,2,40,0.00,http://www.habitissimo.es/marcas/cocinas,0.00,0.00,0.37,1090000,"0.80,0.99,0.99,0.60,0.99,0.60,0.80,0.99,0.99,0.60,0.80,0.99",1428845775,nogeo
marcas de cocina,2,2,40,0.00,http://www.habitissimo.es/marcas/muebles-cocina,0.00,0.00,0.28,42200000,"0.80,0.80,0.80,0.40,0.80,0.60,0.80,0.99,0.99,0.80,0.99,0.80",1428218188,nogeo
escapa sabadell,17,14,1300,0.00,http://fotos.habitissimo.es/foto/fachada-bicicletes-escapa-en-carretera-barcelona-con-calle-montserrat-sabadell-antes_277021,0.00,0.00,0.00,122000,"0.81,0.81,0.99,0.81,0.81,0.81,0.99,0.81,0.62,0.81,0.81,0.55",1428669001,geo
mantenimiento ascensores valencia,2,1,40,4.05,http://precio.habitissimo.es/mantenimiento-ascensores/valencia,0.00,0.03,0.98,399000,"0.43,0.56,0.71,0.43,0.71,0.14,0.71,0.71,0.99,0.56,0.71,0.56",1428679614,geo
reformas locales madrid,2,2,40,5.25,http://precio.habitissimo.es/reformas-locales-comerciales/madrid,0.00,0.04,0.91,6930000,"0.99,0.60,0.60,0.60,0.40,0.80,0.80,0.80,0.80,0.99,0.99,0.40",1428115342,geo
cocinas con parquet,2,6,40,0.00,http://preguntas.habitissimo.es/pregunta/poner-parquet-en-zonas-de-bano-y-cocina,0.00,0.00,0.17,567000,"0.80,0.60,0.60,0.99,0.40,0.40,0.80,0.99,0.80,0.60,0.99,0.80",1428787913,nogeo
puertas de garaje en madrid,2,4,40,1.68,http://www.habitissimo.es/presupuestos/puertas-garaje/madrid,0.00,0.01,0.60,742000,"0.36,0.36,0.36,0.36,0.09,0.18,0.09,0.18,0.64,0.99,0.45,0.64",1428814426,geo
descalcificadores valencia,2,2,40,1.22,http://www.habitissimo.es/empresas/descalcificadores/valencia,0.00,0.01,0.84,72000,"0.28,0.28,0.21,0.36,0.21,0.07,0.99,0.36,0.28,0.14,0.14,0.07",1428295565,geo
armarios a medida alicante,2,4,40,0.40,http://www.habitissimo.es/presupuestos/hacer-armario-a-medida/alicante/alicante,0.00,0.00,0.80,447000,"0.60,0.40,0.99,0.80,0.60,0.80,0.99,0.60,0.99,0.80,0.99,0.80",1428774522,geo
cuanto cuesta una ventana de pvc,2,2,40,0.77,http://precio.habitissimo.es/carpinteria-pvc,0.00,0.00,0.72,102000,"0.80,0.60,0.80,0.60,0.40,0.40,0.99,0.80,0.60,0.60,0.99,0.80",1428300840,nogeo
puerta pvc precio,2,3,40,0.64,http://precio.habitissimo.es/carpinteria-pvc,0.00,0.00,0.84,727000,"0.56,0.28,0.14,0.28,0.56,0.43,0.71,0.43,0.71,0.71,0.99,0.99",1428847810,nogeo
mobel linea,17,15,1300,1.08,http://www.habitissimo.es/mobel-linea/distribuidores,0.00,0.00,0.01,154000,"0.99,0.81,0.62,0.62,0.81,0.37,0.99,0.99,0.81,0.62,0.81,0.99",1428187910,nogeo
piscinas de obra madrid,2,3,40,1.35,http://precio.habitissimo.es/construccion-piscinas/madrid,0.00,0.01,0.89,491000,"0.71,0.99,0.56,0.43,0.71,0.56,0.28,0.14,0.71,0.14,0.43,0.99",1428823383,geo
